SerialNo,Candidate,Constituency,Party,CriminalCases,Education,Assest,Liabilities 
2533,Hitabrata Roy,SILCHAR,AITC,0,Graduate Professional,"Rs 33,65,000","Rs 0, "
2534,Hitendrasinh Parmar,ANAND,IND,0,8th Pass,"Rs 3,97,733","Rs 0, "
2535,Hitesh Kumar,EAST DELHI,Jai Prakash Janata Dal,0,Post Graduate,"Rs 5,37,25,000","Rs 30,00,000, "
2536,Holiram Terang,AUTONOMOUS DISTRICT,Autonomous State Demand Committee,0,Graduate,"Rs 5,37,85,471","Rs 50,00,000, "
2537,Horen Sing Bey,AUTONOMOUS DISTRICT,BJP,,Graduate,"Rs 2,06,93,570","Rs 59,56,209, "
2538,Hori Lal,RAE BARELI,Pragatisheel Samaj Party,0,Graduate Professional,"Rs 10,78,500","Rs 1,50,000, "
2539,Hori Lal Anant,BILASPUR,IND,0,12th Pass,"Rs 2,23,000","Rs 0, "
2540,Houlim Shokhopao Mate,OUTER MANIPUR,BJP,0,12th Pass,"Rs 1,68,91,558","Rs 0, "
2541,Hridaya Narayan,GHAZIPUR,IND,0,12th Pass,"Rs 4,30,19,165","Rs 2,92,165, "
2542,Hrudananda Karuan,BOLANGIR,SUCI(C),0,Graduate,"Rs 26,81,796","Rs 0, "
2543,Humayun Kabir,MURSHIDABAD,BJP,,12th Pass,"Rs 3,63,08,374","Rs 49,00,000, "
2544,Humayun Kabir Sekh,MURSHIDABAD,IND,0,8th Pass,"Rs 7,77,750","Rs 0, "
2545,Hunsur K. Chandrashekar,BANGALORE CENTRAL,Democratic Prajakranthi Party Secularist,0,Graduate,"Rs 63,75,000","Rs 0, "
2546,I.Chidambara Anantha Raja,CHENNAI SOUTH,IND,0,Graduate Professional,"Rs 72,183","Rs 1,46,223, "
2547,I.V. Pakkir Reddy,NANDYAL,IND,,Graduate,"Rs 1,09,48,558","Rs 3,90,264, "
2548,Iftikhar Ahmed Khan,INDORE,Minorities Democratic Party,0,12th Pass,"Rs 1,16,740","Rs 0, "
2549,Ignatious Illimoottil,KOTTAYAM,IND,0,8th Pass,"Rs 16,000","Rs 1,75,000, "
2550,Ija Venkatesh Goud,CHEVELLA,Social Justice Party of India,0,Post Graduate,"Rs 97,99,564","Rs 28,00,000, "
2551,Ikram Saifi,RAIPUR,Ambedkarite Party of India,0,Literate,"Rs 6,00,00,000","Rs 70,00,000, "
2552,Ilam Singh,BIJNOR,Pragatishil Samajwadi Party (Lohia),,12th Pass,"Rs 1,03,36,486","Rs 21,00,000, "
2553,Ilyas,SAMBHAL,Bhartiya Hind Fauj,0,Literate,"Rs 34,76,532","Rs 0, "
2554,Imam Hossain,BIRBHUM,INC,0,12th Pass,"Rs 1,23,69,362","Rs 0, "
2555,Imamuddin Khan,RAJGARH,IND,0,Graduate,"Rs 13,12,130","Rs 0, "
2556,Imamul Hasan Mallik,BASIRHAT,Bharatiya Nyay-Adhikar Raksha Party,0,Graduate Professional,"Rs 2,43,000","Rs 0, "
2557,Imran,ROHTAK,Bharat Prabhat Party,0,12th Pass,"Rs 43,70,000","Rs 0, "
2558,Imran,KAIRANA,IND,0,5th Pass,"Rs 20,75,500","Rs 0, "
2559,Imran Ahmed Khan,MAHBUBNAGAR,Ambedkar National Congress,0,12th Pass,"Rs 37,47,000","Rs 4,80,000, "
2560,Imran Khan,ALWAR,BSP,0,10th Pass,"Rs 1,63,28,526","Rs 58,44,684, "
2561,Imran Masood,SAHARANPUR,INC,,12th Pass,"Rs 5,05,97,337","Rs 0, "
2562,Imran Mustafa Khan,MUMBAI NORTH CENTRAL,BSP,0,Graduate,"Rs 2,66,22,008","Rs 56,44,317, "
2563,Ims. Balaji,PUDUCHERRY,IND,0,10th Pass,"Rs 13,50,000","Rs 0, "
2564,Imtiaz Ahmed Mollah,HOWRAH,IND,,12th Pass,"Rs 60,000","Rs 10,000, "
2565,Imtiaz Jaleel Syed,AURANGABAD,AIMIM,,Post Graduate,"Rs 2,95,62,768","Rs 68,00,000, "
2566,Imtiyaz Ahmad Rather,ANANTNAG,IND,0,Post Graduate,"Rs 7,90,000","Rs 0, "
2567,Inder Sen,CHANDNI CHOWK,Rashtriya Samrasta Party,0,10th Pass,"Rs 45,00,001","Rs 50,368, "
2568,Inderjeet,ROHTAK,IND,,Post Graduate,"Rs 35,000","Rs 0, "
2569,Indian.P.N.K.,SRIPERUMBUDUR,IND,0,Post Graduate,"Rs 25,64,727","Rs 0, "
2570,Indiramohan P,TIRUVANNAMALAI,IND,0,Post Graduate,"Rs 3,37,000","Rs 0, "
2571,Indra Deo Paswan,KISHANGANJ,BSP,0,Graduate Professional,"Rs 68,19,206","Rs 5,70,000, "
2572,Indra Hang Subba,SIKKIM,Sikkim Krantikari Morcha,0,Post Graduate,"Rs 4,78,817","Rs 0, "
2573,Indrajeet Saroj,KAUSHAMBI,SP,,Graduate,"Rs 11,09,99,555","Rs 2,06,23,099, "
2574,Indranil Banerjee,DUM DUM,SHS,0,Graduate,"Rs 2,45,511","Rs 0, "
2575,Indrapal,ETAH,Rashtriya Surya Prakash Party,0,Literate,"Rs 11,02,500","Rs 0, "
2576,Indrasen Mogre,BILASPUR,IND,0,Graduate Professional,"Rs 1,49,000","Rs 0, "
2577,Indu Devi,SAHARANPUR,IND,0,8th Pass,"Rs 30,58,900","Rs 0, "
2578,Indu Devi Mishra,PATALIPUTRA,Bharatiya Jan Kranti Dal (Democratic),0,Graduate,"Rs 1,58,20,000","Rs 0, "
2579,Indumati Mundu,KHUNTI,BSP,0,Graduate,"Rs 13,23,000","Rs 1,50,000, "
2580,Indurani S,TIRUNELVELI,IND,0,Post Graduate,"Rs 17,85,000","Rs 0, "
2581,Innocent,CHALAKUDY,CPI(M),0,8th Pass,"Rs 6,74,56,404","Rs 6,70,000, "
2582,Innocent Kujur,RAIGARH,BSP,0,Graduate,"Rs 76,97,000","Rs 14,75,000, "
2583,Intaj Ali Shah,KRISHNANAGAR,INC,0,Post Graduate,"Rs 1,00,54,478","Rs 0, "
2584,Ippa Lachchanna,NIZAMABAD,IND,0,Illiterate,"Rs 14,50,000","Rs 0, "
2585,Iqbal Ahamad Mohammed Rafiq,DHULE,IND,0,12th Pass,"Rs 2,57,166","Rs 0, "
2586,Iqbal Singh (Sonu),WEST DELHI,IND,,8th Pass,"Rs 1,04,36,974","Rs 0, "
2587,Irappa Madar,DHARWAD,BSP,0,10th Pass,"Rs 3,17,000","Rs 9,50,000, "
2588,Irfan Ahmed Shaikh,MUMBAI SOUTH,Ambedkarite Party of India,0,Graduate,"Rs 54,000","Rs 0, "
2589,Irfan Mo Isahak,DHULE,IND,0,Post Graduate,"Rs 4,75,000","Rs 0, "
2590,Irfan Raza Ansari,SRINAGAR,Jammu & Kashmir People Conference,0,Graduate,"Rs 66,91,98,138","Rs 6,23,71,547, "
2591,Irinjayam Suresh,ATTINGAL,IND,0,10th Pass,Nil,"Rs 0, "
2592,Irshad Ali Ansari,AONLA,VANCHITSAMAJ INSAAF PARTY,0,Post Graduate,"Rs 22,10,000","Rs 0, "
2593,"Irudayasamy, G",DINDIGUL,IND,0,Post Graduate,"Rs 37,05,000","Rs 9,50,000, "
2594,Isha Khan Choudhury,MALDAHA UTTAR,INC,0,Graduate,"Rs 86,13,504","Rs 3,54,254, "
2595,Ishrat Khan,RAMPUR,All India Minorities Front,0,Post Graduate,"Rs 41,000","Rs 0, "
2596,Ishteyaque Ahmad,SARAN,Yuva Krantikari Party,0,12th Pass,"Rs 12,85,000","Rs 0, "
2597,Ishwar Chand Salwan,KARNAL,Aadarsh Janata Sewa Party,0,Graduate,"Rs 1,56,03,325","Rs 28,566, "
2598,Ishwar Dayal Singh Seth,VARANASI,IND,0,12th Pass,"Rs 47,55,715","Rs 0, "
2599,Ishwar Dayaram More,JALGAON,Bahujan Mukti Party,,Graduate,"Rs 86,25,000","Rs 20,00,000, "
2600,Ishwar Mansukh Ishu,NORTH WEST DELHI,Satya Bahumat Party,,8th Pass,"Rs 1,25,718","Rs 20,000, "
2601,Ishwar Patil,HAVERI,Uttama Prajaakeeya Party,0,10th Pass,"Rs 18,67,000","Rs 7,10,000, "
2602,Ishwar Singh,KARNAL,Rashtriya Lokswaraj Party,0,Illiterate,"Rs 2,22,59,097","Rs 0, "
2603,Ishwari Prasad Kushwaha,GHAZIPUR,CPI(ML)(L),,Graduate Professional,"Rs 66,20,093","Rs 0, "
2604,Ismail Mev,MANDSOUR,Bahujan Maha Party,0,Literate,"Rs 1,18,500","Rs 0, "
2605,Ismohamad Alias Md. Munna,VAISHALI,IND,0,Graduate,"Rs 15,95,000","Rs 0, "
2606,Israil Nanda,DIBRUGARH,IND,0,10th Pass,"Rs 87,97,182","Rs 10,04,704, "
2607,Israr Ahamad,DEORIA,Bharatiya Aavaam Ekta Party,0,Graduate,"Rs 57,62,743","Rs 0, "
2608,Istakar Ali,BAGHPAT,National Lokmat Party,0,8th Pass,"Rs 11,11,500","Rs 0, "
2609,Iswar Chandra Das,BARDHAMAN PURBA,CPI(M),,Post Graduate,"Rs 58,92,873","Rs 28,11,235, "
2610,J . N . Rao,SECUNDERABAD,Dalita Bahujana Party,0,Graduate,"Rs 15,30,065","Rs 0, "
2611,J T Prakash,BANGALORE RURAL,IND,0,10th Pass,"Rs 45,63,000","Rs 0, "
2612,J. B. Chauhan,RAJKOT,IND,0,5th Pass,"Rs 92,500","Rs 0, "
2613,J. Chinna Reddy,NIZAMABAD,IND,0,5th Pass,"Rs 13,50,000","Rs 1,00,000, "
2614,J. Dharanidharan,CHENNAI NORTH,IND,0,Graduate Professional,"Rs 4,55,000","Rs 0, "
2615,J. K. Jain,NORTH EAST DELHI,Jai Prakash Janata Dal,0,Graduate Professional,"Rs 1,21,82,945","Rs 0, "
2616,J. K. Sami,TUMKUR,IND,,5th Pass,"Rs 31,000","Rs 0, "
2617,J. Sebastin,CHENNAI NORTH,SUCI(C),0,10th Pass,"Rs 1,000","Rs 0, "
2618,J.C. Barai,BHOPAL,SUCI(C),0,12th Pass,"Rs 55,42,223","Rs 0, "
2619,J.Ebenezer,KANNIYAKUMARI,Makkal Needhi Maiam,,Others,"Rs 2,65,70,028","Rs 46,64,663, "
2620,J.Jayavardhan,CHENNAI SOUTH,AIADMK,0,Graduate Professional,"Rs 3,28,96,587","Rs 96,21,000, "
2621,J.Sibi Chakkaravarthy,CHENNAI SOUTH,IND,0,Graduate Professional,"Rs 8,33,153","Rs 4,70,000, "
2622,Jackson M S,KANNIYAKUMARI,Democratic Corruption Liberation Front,0,Graduate Professional,"Rs 12,70,000","Rs 6,50,000, "
2623,Jacob Vidyasagar Nakka,GUNTUR,Viduthalai Chiruthaigal Katchi,,Post Graduate,"Rs 30,73,000","Rs 0, "
2624,Jadav Ulpesh Jyantilal,AHMEDABAD WEST,Peoples Party of India (Democratic),0,Post Graduate,"Rs 36,66,184","Rs 31,16,079, "
2625,Jadeja Bhavnaba,JAMNAGAR,IND,0,12th Pass,"Rs 29,41,000","Rs 9,09,062, "
2626,Jadeja Indravijaysinh,SABARKANTHA,Yuva Jan Jagriti Party,0,12th Pass,"Rs 12,45,000","Rs 0, "
2627,Jadhav Anil Narayan,PUNE,Vanchit Bahujan Aaghadi,,12th Pass,"Rs 1,87,03,428","Rs 0, "
2628,Jadhav Sanjay (Bandu) Haribhau,PARBHANI,SHS,,10th Pass,"Rs 4,10,40,011","Rs 45,19,583, "
2629,Jadunath Sethi,BALASORE,IND,0,Graduate,"Rs 30,71,295","Rs 0, "
2630,Jafar,BAGHPAT,IND,0,5th Pass,"Rs 2,00,000","Rs 0, "
2631,Jafar Khursid Choudhari,PUNE,IND,0,5th Pass,"Rs 2,15,000","Rs 4,00,000, "
2632,Jafarullah Gulam Rab Sayyad,KALYAN,IND,0,Post Graduate,"Rs 70,33,568","Rs 11,15,180, "
2633,Jafri Begum,PILIBHIT,IND,0,8th Pass,"Rs 1,60,59,000","Rs 32,50,000, "
2634,Jagadanand Singh,BUXAR,RJD,,Graduate Professional,"Rs 3,58,71,242","Rs 5,30,000, "
2635,Jagadeesh Devaragudi,ANANTAPUR,CPI,,8th Pass,"Rs 2,56,13,277","Rs 27,61,973, "
2636,Jagadeesh J,NAGAPATTINAM,IND,0,Graduate Professional,"Rs 3,15,500","Rs 0, "
2637,Jagan Baburao Salve,AURANGABAD,IND,0,Post Graduate,"Rs 13,000","Rs 1,50,000, "
2638,Jagan Nath Bajwa,JALANDHAR,Hum Bhartiya Party,0,5th Pass,"Rs 36,83,182","Rs 4,81,000, "
2639,Jagannath Das,BALASORE,IND,0,Graduate,"Rs 11,54,900","Rs 0, "
2640,Jagannath Megh,JAGATSINGHPUR,Jai Prakash Janata Dal,0,Graduate,"Rs 2,30,000","Rs 1,00,000, "
2641,Jagannath Nivrutti Munde,OSMANABAD,IND,0,Graduate,"Rs 1,69,24,103","Rs 13,00,000, "
2642,Jagannath Sarkar,RANAGHAT,BJP,,Graduate Professional,"Rs 1,76,22,476","Rs 0, "
2643,Jagarnath Mahto,GIRIDIH,JMM,,10th Pass,"Rs 1,95,70,591","Rs 81,56,343, "
2644,Jagat Kumar Soni,HAZARIBAGH,Bhartiya Azad Sena,0,Post Graduate,"Rs 27,83,000","Rs 55,000, "
2645,Jagat Singh,BHIWANI MAHENDRAGARH,IND,0,10th Pass,"Rs 61,80,405","Rs 0, "
2646,Jagat Vikram Singh,JHANSI,Pragatishil Samajwadi Party (Lohia),,Post Graduate,"Rs 2,34,17,000","Rs 24,52,262, "
2647,Jagatheesan M,CHIDAMBARAM,IND,,Others,"Rs 73,246","Rs 2,50,000, "
2648,Jagdambika Pal,DOMARIYAGANJ,BJP,,Post Graduate,"Rs 10,33,66,710","Rs 28,38,478, "
2649,Jagdeep Singh,GAUTAM BUDDHA NAGAR,Loktantrik Janshakti Party,0,Graduate Professional,"Rs 38,50,000","Rs 0, "
2650,Jagdeesh Singh Parmar,RAJGARH,Samata Samadhan Party,0,5th Pass,"Rs 18,69,000","Rs 0, "
2651,Jagdesh Kumar Patel,KHAJURAHO,Akhil Bhartiya Apna Dal,0,12th Pass,"Rs 20,500","Rs 0, "
2652,Jagdish,KARNAL,IND,0,Illiterate,"Rs 46,90,000","Rs 0, "
2653,Jagdish Chandra,PALI,IND,0,Literate,"Rs 6,65,000","Rs 4,90,000, "
2654,Jagdish Chandra Sharma,CHITTORGARH,BSP,0,Post Graduate,"Rs 1,85,70,000","Rs 0, "
2655,Jagdish Kumar Nidan,CHANDIGARH,Hindustan Shakti Sena,0,10th Pass,"Rs 26,56,000","Rs 22,00,000, "
2656,Jagdish Kumar Singh,BAHRAICH,Pragatishil Samajwadi Party (Lohia),0,Post Graduate,"Rs 4,40,581","Rs 2,00,000, "
2657,Jagdish Prasad,SHEOHAR,Bajjikanchal Vikas Party,0,12th Pass,"Rs 35,65,000","Rs 50,000, "
2658,Jagdish Prasad Gautam,MOHANLALGANJ,Manavtawadi Samaj Party,0,Graduate,"Rs 2,03,514","Rs 0, "
2659,Jagdish Rawat,MOHANLALGANJ,IND,0,12th Pass,"Rs 3,64,06,534","Rs 12,07,090, "
2660,Jagdish Shamrao Sonawane,MAVAL,Kranti Kari Jai Hind Sena,,Graduate,"Rs 4,01,40,000","Rs 0, "
2661,Jagdish Uddhavrao Wankhede,WARDHA,Bahujan Mukti Party,0,10th Pass,"Rs 40,000","Rs 0, "
2662,Jagdishbhai Manilal Meda,DAHOD,Bharatiya National Janta Dal,0,8th Pass,"Rs 50,000","Rs 0, "
2663,Jagdishji Parthiji Dharani,BANASKANTHA,IND,0,12th Pass,"Rs 6,53,714","Rs 1,05,400, "
2664,Jageswar Hembram,JHARGRAM,INC,,8th Pass,"Rs 2,29,925","Rs 0, "
2665,Jagir Kaur,KHADOOR SAHIB,IND,0,Illiterate,"Rs 4,65,000","Rs 0, "
2666,Jagir Kaur,KHADOOR SAHIB,SAD,,Graduate Professional,"Rs 13,91,93,710","Rs 50,98,845, "
2667,Jagmail Singh,PATIALA,IND,0,12th Pass,"Rs 12,20,000","Rs 0, "
2668,Jagmeet Singh,FARIDKOT,IND,0,Graduate,"Rs 31,19,000","Rs 0, "
2669,Jagmohan Bhagwat Kosariya,MAHASAMUND,IND,0,5th Pass,"Rs 2,44,730","Rs 0, "
2670,Jagmohan Krishan,SANGRUR,Janral Samaj Party,0,Post Graduate,"Rs 2,49,78,160","Rs 1,58,806, "
2671,Jagneet Singh,ANANDPUR SAHIB,IND,0,12th Pass,"Rs 1,20,728","Rs 5,120, "
2672,Jagpal,BAREILLY,Akhand Samaj Party,0,8th Pass,"Rs 14,06,083","Rs 0, "
2673,Jagtap Nilesh Murlidhar,BEED,IND,,Post Graduate,"Rs 10,47,000","Rs 0, "
2674,Jagvir Singh,MATHURA,Pragatishil Samajwadi Party (Lohia),0,Not Given,"Rs 1,08,00,000","Rs 0, "
2675,Jahangir Khan,BARAMULLA,Jammu & Kashmir National Panthers Party,0,10th Pass,"Rs 2,15,000","Rs 0, "
2676,Jahid Aavad Jami,JAMNAGAR,IND,0,Graduate,"Rs 1,72,000","Rs 0, "
2677,Jai Bhagwan,KURUKSHETRA,Jannayak Janta Party,0,Graduate,"Rs 13,42,93,739","Rs 43,73,215, "
2678,Jai Bhagwan,HISAR,Bahujan Mukti Party,0,12th Pass,"Rs 7,60,000","Rs 0, "
2679,Jai Karan,ROHTAK,SUCI(C),0,Post Graduate,"Rs 1,60,19,515","Rs 0, "
2680,Jai Parkash Jain,LUDHIANA,IND,0,10th Pass,"Rs 15,37,037","Rs 0, "
2681,Jai Parkash Sharma,KURUKSHETRA,IND,0,10th Pass,"Rs 53,82,310","Rs 0, "
2682,Jai Prakash,HARDOI,BJP,0,Graduate,"Rs 23,40,32,624","Rs 26,15,368, "
2683,Jai Prakash,SONIPAT,IND,0,8th Pass,"Rs 74,55,000","Rs 2,24,773, "
2684,Jai Prakash Agarwal,CHANDNI CHOWK,INC,0,Graduate,"Rs 9,61,59,175","Rs 0, "
2685,Jai Prakash Mishra,GORAKHPUR,Rashtrawadi Party of India,0,Graduate,"Rs 1,36,65,000","Rs 0, "
2686,Jai Prakash Narayan Yadav,BANKA,RJD,,Post Graduate,"Rs 6,87,39,932","Rs 6,18,721, "
2687,Jai Prakash Prasad,SIWAN,IND,0,12th Pass,"Rs 48,94,500","Rs 8,00,000, "
2688,Jai Prakash Regar,CHITTORGARH,Ambedkarite Party of India,0,Graduate Professional,"Rs 11,89,797","Rs 0, "
2689,Jai Singh Sidar,RAIGARH,Gondvana Gantantra Party,0,8th Pass,"Rs 16,55,057","Rs 0, "
2690,Jaidi Chinna Gangaram	,NIZAMABAD,IND,0,Illiterate,"Rs 1,05,55,000","Rs 2,00,000, "
2691,Jaidullah Ansari,CHATRA,IND,0,Literate,"Rs 69,25,000","Rs 1,00,000, "
2692,Jaidupally Yadaiah,CHEVELLA,IND,0,5th Pass,"Rs 1,000","Rs 0, "
2693,Jain Rajendrakumar Anilkumar,NAVSARI,IND,0,Post Graduate,"Rs 5,34,450","Rs 0, "
2694,Jain Wilson,THIRUVANANTHAPURAM,IND,0,Graduate,"Rs 1,00,000","Rs 0, "
2695,Jaipal Singh Saini,MUZAFFARNAGAR,Jansatta Party,0,10th Pass,"Rs 16,44,000","Rs 0, "
2696,Jaiswal Virendrakumar Kasturchand,BHANDARA GONDIYA,IND,0,Graduate Professional,"Rs 3,67,51,774","Rs 14,00,000, "
2697,Jakku Chenna Krishna Reddy,KADAPA,IND,,10th Pass,"Rs 2,47,46,957","Rs 1,23,80,000, "
2698,Jakkula Naveen Yadav,NALGONDA,IND,0,Post Graduate,"Rs 10,04,799","Rs 0, "
2699,"James, G.",THOOTHUKKUDI,IND,0,10th Pass,"Rs 24,99,000","Rs 0, "
2700,Jamindar Maruti,BAGALKOT,Karnataka Jantha Paksha,0,Post Graduate,"Rs 25,00,000","Rs 0, "
2701,Jamir Bashir Shaikh,BEED,IND,0,10th Pass,"Rs 2,20,000","Rs 0, "
2702,Janaiah Nandipati,NALGONDA,Telangana Sakalajanula Party,0,Post Graduate,"Rs 15,96,300","Rs 78,000, "
2703,Janak Raj Atwal,SIRSA,BSP,0,Post Graduate,"Rs 1,85,17,000","Rs 15,00,000, "
2704,Janak Raj Rana,WEST DELHI,Akhand Rashtrawadi Party,0,Graduate Professional,"Rs 4,15,72,000","Rs 7,00,000, "
2705,Janardan Gond,BAHRAICH,IND,0,12th Pass,"Rs 50,35,964","Rs 0, "
2706,Janardan Pati,BHUBANESWAR,CPI(M),,Graduate Professional,"Rs 2,36,86,053","Rs 0, "
2707,Janardan Prasad Mishra,REWA,BJP,0,Graduate Professional,"Rs 2,03,59,750","Rs 5,80,627, "
2708,Janardan Singh Sigriwal,MAHARAJGANJ,BJP,,Graduate,"Rs 1,04,51,986","Rs 3,76,000, "
2709,Janathiya Pravinbhai Ladakbhai,DADRA AND NAGAR HAVELI,Bahujan Mukti Party,0,12th Pass,Nil,"Rs 0, "
2710,Janci.J,CHENNAI SOUTH,IND,,Graduate,"Rs 3,73,500","Rs 0, "
2711,Janga Goutham,AMALAPURAM,INC,0,Graduate,"Rs 1,47,68,500","Rs 0, "
2712,Jangbahadur,CHANDAULI,Bhartiya Manav Samaj Party,0,12th Pass,"Rs 1,06,94,000","Rs 0, "
2713,Jani Karan,KHARGONE,IND,0,Graduate,"Rs 1,000","Rs 0, "
2714,Janmejay Kumar Prajapati,BALLIA,Bharatiya Samta Samaj Party,0,Others,"Rs 51,000","Rs 0, "
2715,Jannu Narsaiah,WARANGAL,IND,,Others,"Rs 5,60,000","Rs 0, "
2716,Jardosh Darshnaben Vikrambhai,SURAT,BJP,0,Graduate,"Rs 2,38,72,876","Rs 0, "
2717,Jargela Hasanbhai Abdulbhai,SURENDRANAGAR,IND,0,10th Pass,"Rs 35,000","Rs 0, "
2718,Jarjum Ete,ARUNACHAL WEST,JD(S),0,Post Graduate,"Rs 3,82,65,000","Rs 0, "
2719,Jasbir Singh,PATIALA,IND,,Illiterate,"Rs 2,27,06,000","Rs 0, "
2720,Jasbir Singh,GURDASPUR,Bahujan Samaj Party (Ambedkar),0,5th Pass,"Rs 2,51,000","Rs 0, "
2721,Jasbir Singh Gill,KHADOOR SAHIB,INC,0,Others,"Rs 8,13,93,500","Rs 46,55,000, "
2722,Jasdeep Singh,LUDHIANA,IND,0,10th Pass,"Rs 39,28,190","Rs 12,69,143, "
2723,Jasem Ahamad,SITAMARHI,BSP,0,Literate,"Rs 16,64,800","Rs 0, "
2724,Jaskaur Meena,DAUSA,BJP,0,Post Graduate,"Rs 14,37,42,564","Rs 58,25,431, "
2725,Jaspal Singh,AMRITSAR,IND,0,5th Pass,"Rs 4,31,000","Rs 0, "
2726,Jaspalsinh Tomar,RAJKOT,IND,0,Others,"Rs 37,48,000","Rs 0, "
2727,"Jasper Gnana Martin, G.",THOOTHUKKUDI,IND,0,Post Graduate,"Rs 46,74,500","Rs 0, "
2728,Jasraj Singh Longia,SANGRUR,Lok Insaaf Party,0,Graduate,"Rs 1,70,41,210","Rs 1,17,00,000, "
2729,Jasvant Singh Baghel,MATHURA,Rashtriya Shoshit Samaj Party,0,10th Pass,"Rs 6,91,08,182","Rs 24,40,225, "
2730,Jasvantsinh Sumanbhai Bhabhor,DAHOD,BJP,0,Graduate Professional,"Rs 2,70,70,480","Rs 0, "
2731,Jasveer Singh,MATHURA,Rashtriya Naujawan Dal,0,12th Pass,"Rs 16,86,500","Rs 0, "
2732,Jaswant,SIRSA,Bhartiya Shakti Chetna Party,0,8th Pass,"Rs 10,15,000","Rs 50,000, "
2733,Jaswant Singh,SANGRUR,Rashtriya Janshakti Party (Secular),0,Literate,"Rs 22,30,000","Rs 0, "
2734,Jaswinder Singh,FARIDKOT,IND,0,Literate,"Rs 3,51,500","Rs 80,000, "
2735,Jat Subhas Singh Brijlal,VADODARA,All India Hindustan Congress Party,,Graduate,"Rs 29,25,000","Rs 0, "
2736,Jatheesh A P,VADAKARA,National Labour Party,0,8th Pass,"Rs 17,95,447","Rs 2,65,000, "
2737,Jatin Rangrao Harne,MUMBAI NORTH EAST,IND,,12th Pass,"Rs 2,028","Rs 0, "
2738,Jatinder Singh,AMBALA,IND,0,10th Pass,"Rs 3,32,945","Rs 0, "
2739,Jatinder Singh Thind,FIROZPUR,IND,,Graduate,"Rs 5,83,000","Rs 1,00,000, "
2740,Jatothu Hussain,MAHABUBABAD,BJP,0,Graduate,"Rs 2,90,43,582","Rs 90,00,000, "
2741,Jauhar Azad,MUZAFFARPUR,Bahujan Mukti Party,0,12th Pass,"Rs 23,87,372","Rs 0, "
2742,Javaid Ahmed,JAMMU,AIFB,0,12th Pass,"Rs 22,07,000","Rs 0, "
2743,Javed,PATNA SAHIB,IND,0,5th Pass,"Rs 54,714","Rs 0, "
2744,Javed Akhter,KISHANGANJ,AITC,,Graduate,"Rs 2,22,35,300","Rs 0, "
2745,Javed Khan,RAMPUR,IND,,Illiterate,"Rs 6,20,608","Rs 0, "
2746,Javed Khan,BAREILLY,IND,,Literate,"Rs 14,14,000","Rs 13,00,000, "
2747,Javed Mohammad Khan,KANPUR,IND,,12th Pass,"Rs 5,00,000","Rs 0, "
2748,Javed Shabbir Sayyed,PUNE,IND,0,8th Pass,"Rs 1,00,000","Rs 0, "
2749,Javeed Hussain T,PERAMBALUR,IND,0,Others,"Rs 1,11,000","Rs 3,36,000, "
2750,Javid Ahmad Qureshi,BARAMULLA,IND,0,8th Pass,"Rs 11,70,000","Rs 0, "
2751,Jawadkhan Sujatkhan Pathan,NAVSARI,Yuva Sarkar,0,8th Pass,"Rs 7,25,000","Rs 0, "
2752,Jawahar Singh Pahal,GURGAON,Bhartiya Shakti Chetna Party,0,Graduate,"Rs 3,23,26,592","Rs 41,33,701, "
2753,Jawaharlal Mahato,PURULIA,Mulnibasi Party of India,,12th Pass,"Rs 4,40,000","Rs 1,77,000, "
2754,Jawahir Ali. H,RAMANATHAPURAM,IND,0,10th Pass,"Rs 4,15,000","Rs 0, "
2755,Jawale Soniya Ramnath,NASHIK,Bhartiya Tribal Party,0,12th Pass,"Rs 37,29,500","Rs 13,89,941, "
2756,Jay Narayan Sah,UJIARPUR,Bajjikanchal Vikas Party,0,Post Graduate,"Rs 18,64,578","Rs 0, "
2757,Jay Prakash Prasad,RANCHI,IND,0,12th Pass,"Rs 52,58,000","Rs 0, "
2758,Jay Prakash Ram,BUXAR,IND,0,12th Pass,"Rs 4,78,000","Rs 0, "
2759,Jay Prakash Upadhyay,TEHRI GARHWAL,UKD,,Graduate,"Rs 2,21,60,000","Rs 60,000, "
2760,Jaya Balu Rajkundal,AURANGABAD,BSP,0,Post Graduate,"Rs 52,25,000","Rs 0, "
2761,"Jaya Ganesh, D.",THOOTHUKKUDI,Naam Indiar Party,0,10th Pass,"Rs 59,05,654","Rs 20,98,505, "
2762,Jaya Sanjay Patil,MAVAL,Ambedkarite Party of India,,Others,"Rs 32,250","Rs 0, "
2763,Jayadev Galla,GUNTUR,TDP,0,Graduate,"Rs 3,05,14,85,242","Rs 20,34,52,417, "
2764,Jayalakshmi,NAGAPATTINAM,Tamil Nadu Ilangyar Katchi,0,Post Graduate,"Rs 1,76,000","Rs 11,000, "
2765,Jayant Chaudhary,BAGHPAT,RLD,0,Post Graduate,"Rs 27,50,23,812","Rs 2,92,42,618, "
2766,Jayant Kumar Das,BHUBANESWAR,IND,0,Others,"Rs 55,58,206","Rs 22,00,000, "
2767,Jayant Sinha,HAZARIBAGH,BJP,0,Post Graduate,"Rs 77,07,49,002","Rs 19,32,71,437, "
2768,Jayanta Debnath,KRISHNANAGAR,Aihra National Party,0,8th Pass,"Rs 1,86,03,000","Rs 0, "
2769,Jayanta Kumar Kalita,MANGALDOI,IND,0,Graduate,"Rs 41,60,000","Rs 1,55,000, "
