SerialNo,Candidate,Constituency,Party,CriminalCases,Education,Assest,Liabilities 
6121,Sameer Mirza,CHANDNI CHOWK,Bharat Prabhat Party,0,12th Pass,"Rs 6,60,200","Rs 0, "
6122,Sameera Pa,PONNANI,IND,0,10th Pass,"Rs 2,400","Rs 0, "
6123,Samidurai E,MAYILADUTHURAI,IND,0,10th Pass,Rs 200,"Rs 0, "
6124,Samik Bhattacharya,DUM DUM,BJP,,Graduate,"Rs 7,06,493","Rs 0, "
6125,Saminathan P.P,NAMAKKAL,IND,0,12th Pass,"Rs 3,66,80,249","Rs 35,31,974, "
6126,Samir Biswas,BAHARAMPUR,IND,0,8th Pass,"Rs 10,200","Rs 0, "
6127,Samir Kumar Jha,KATIHAR,IND,0,12th Pass,"Rs 2,51,06,000","Rs 57,83,943, "
6128,Samir Mitra,ARAMBAG,BSP,0,Graduate,"Rs 41,565","Rs 6,57,278, "
6129,Samir Mondal,HOWRAH,IND,0,10th Pass,"Rs 2,14,089","Rs 0, "
6130,Samiran Das,BOLPUR,BSP,0,8th Pass,"Rs 45,000","Rs 0, "
6131,Samirbhai Rajeshbhai Upadhyay,AHMEDABAD EAST,Manvadhikar National Party,0,8th Pass,"Rs 95,000","Rs 0, "
6132,Sampat Khandu Samindar,SHIRDI,IND,0,Graduate,"Rs 21,68,164","Rs 0, "
6133,Sampath R,NAGAPATTINAM,IND,0,Graduate,"Rs 10,42,100","Rs 1,18,000, "
6134,Sampath Ramadoss,THANJAVUR,Makkal Needhi Maiam,0,Post Graduate,"Rs 94,00,851","Rs 13,75,452, "
6135,Sampati Kumar,NALANDA,Suheldev Bhartiya Samaj Party,0,12th Pass,"Rs 2,17,50,000","Rs 10,00,000, "
6136,Sampaul,CHENNAI CENTRAL,IND,0,Post Graduate,"Rs 54,500","Rs 0, "
6137,Samrat Narender Boilla,BHONGIR,RPI,0,Graduate Professional,"Rs 35,17,000","Rs 11,000, "
6138,Samshad Anwar Ansari,SHIRUR,IND,0,12th Pass,"Rs 44,36,000","Rs 56,00,000, "
6139,Samudrala Chinna Kotaiah,GUNTUR,National Dalitha Dhal Party,0,10th Pass,"Rs 20,24,577","Rs 15,00,000, "
6140,Samuel Hashah,SHILLONG,IND,0,12th Pass,"Rs 2,05,000","Rs 0, "
6141,Samuel Paul P,CHENNAI CENTRAL,IND,0,Post Graduate,"Rs 3,50,808","Rs 0, "
6142,Samuel Tudu,DUMKA,IND,0,8th Pass,"Rs 47,000","Rs 0, "
6143,Sanat Kumar,REWA,IND,0,10th Pass,"Rs 3,85,783","Rs 0, "
6144,Sanatan Pandey,BALLIA,SP,,Others,"Rs 2,65,00,222","Rs 5,31,827, "
6145,Sanbor Shullai,SHILLONG,BJP,0,10th Pass,"Rs 6,61,68,175","Rs 0, "
6146,Sancheti Rupesh Parasmal,JALGAON,IND,0,Graduate Professional,"Rs 8,92,000","Rs 30,000, "
6147,Sandeep,HISAR,Bharat Prabhat Party,0,Graduate Professional,"Rs 23,24,498","Rs 21,67,671, "
6148,Sandeep,SOUTH DELHI,Rashtriya Jan Adhikar Party,0,8th Pass,"Rs 12,06,152","Rs 0, "
6149,Sandeep Bhairavnath Kogale,KOLHAPUR,IND,0,Post Graduate,"Rs 37,74,357","Rs 1,09,000, "
6150,Sandeep Bidla,CHANDIGARH,Bahujan Mukti Party,0,10th Pass,"Rs 3,51,900","Rs 5,253, "
6151,Sandeep Gundopant Sankpal,KOLHAPUR,IND,0,10th Pass,"Rs 8,75,000","Rs 5,35,000, "
6152,Sandeep Kumar,BATHINDA,IND,0,Graduate,"Rs 40,66,763","Rs 14,12,433, "
6153,Sandeep Kumar Kaushik,KURUKSHETRA,Rashtriya Lokswaraj Party,0,12th Pass,"Rs 32,46,000","Rs 1,30,000, "
6154,Sandeep Kumar Singh,SUPAUL,IND,0,Graduate,"Rs 6,08,08,000","Rs 0, "
6155,Sandeep Kumar Tiwari,SATNA,IND,0,10th Pass,"Rs 21,72,000","Rs 0, "
6156,Sandeep Singh,AMBALA,Aapki Apni Party (Peoples),0,8th Pass,"Rs 6,45,000","Rs 0, "
6157,Sandeep Singh,KURUKSHETRA,IND,,Post Graduate,"Rs 99,41,078","Rs 22,18,377, "
6158,Sandeep Singh,AMRITSAR,IND,0,10th Pass,"Rs 1,76,000","Rs 0, "
6159,Sandeep Singh Porte,BILASPUR,Adhikar Vikas Party,0,Graduate Professional,"Rs 27,22,000","Rs 0, "
6160,Sandeep Tiwari,BILASPUR,Bhartiya Sarvjan Hitey Samaj Party,,Post Graduate,"Rs 1,36,42,500","Rs 4,50,000, "
6161,Sandeep Vasant Lad,BELGAUM,IND,0,Graduate,"Rs 2,50,500","Rs 0, "
6162,Sandesh Bhioram Bhalekar,RAMTEK,IND,0,Graduate Professional,"Rs 50,45,000","Rs 0, "
6163,Sandesh Ramchandra Chavan,HINGOLI,IND,0,Post Graduate,"Rs 1,07,000","Rs 0, "
6164,Sandhya P S,MYSORE,SUCI(C),0,Post Graduate,"Rs 24,79,768","Rs 1,20,000, "
6165,Sandhya Ray,BHIND,BJP,0,Post Graduate,"Rs 5,11,08,660","Rs 1,34,00,000, "
6166,Sandip Abhimanyu Valvi,NANDURBAR,Bahujan Mukti Party,0,Graduate,"Rs 81,625","Rs 0, "
6167,Sandip Janaradhan Kharat,MADHA,IND,0,12th Pass,"Rs 10,00,000","Rs 50,000, "
6168,Sandip Kumar Saket,KHAGARIA,SHS,0,Graduate,"Rs 80,91,400","Rs 0, "
6169,Sandip Laxman Sakat,AHMEDNAGAR,IND,,10th Pass,"Rs 24,600","Rs 0, "
6170,Sandip Nikhate,HINGOLI,IND,0,Graduate,"Rs 11,55,000","Rs 0, "
6171,Sandip Sarkar,ASANSOL,BSP,0,8th Pass,"Rs 11,300","Rs 0, "
6172,Sandip Vitthal Pol,MADHA,IND,0,12th Pass,"Rs 27,22,865","Rs 0, "
6173,Sandireddy Gopal Reddy,NIZAMABAD,IND,0,5th Pass,"Rs 21,37,000","Rs 3,00,000, "
6174,Sanem Raju Goud,CHEVELLA,IND,0,Graduate,"Rs 21,11,000","Rs 0, "
6175,Sangam Lal Gupta,PRATAPGARH,BJP,,8th Pass,"Rs 24,87,89,514","Rs 88,95,225, "
6176,Sangeeta Azad,LALGANJ,BSP,0,Graduate Professional,"Rs 8,84,51,770","Rs 0, "
6177,Sangeeta Devi,JAUNPUR,Pragatishil Samajwadi Party (Lohia),0,12th Pass,"Rs 41,00,000","Rs 0, "
6178,Sangh Mitra Maurya,BADAUN,BJP,,Graduate Professional,"Rs 4,03,72,093","Rs 0, "
6179,Sanghani Mustakbhai Jamalbhai,SABARKANTHA,IND,,10th Pass,"Rs 46,35,500","Rs 1,16,000, "
6180,Sangita Kalyanrao Nirmal,AURANGABAD,IND,0,Others,"Rs 5,65,000","Rs 29,000, "
6181,Sangita Kalyanrao Nirmal,PARBHANI,IND,0,Literate,"Rs 5,92,000","Rs 29,000, "
6182,Sangram Arunkaka Jagtap,AHMEDNAGAR,NCP,,Graduate,"Rs 9,44,88,381","Rs 3,25,49,132, "
6183,Sangram Kumar Sada,KHAGARIA,IND,0,Graduate,"Rs 3,67,500","Rs 0, "
6184,Sangramsinh Jaysingrao Gaikwad,HATKANANGLE,IND,0,Graduate,"Rs 27,90,155","Rs 0, "
6185,Saniara Parbin,BARPETA,Voters Party International,0,Graduate,"Rs 50,70,000","Rs 0, "
6186,Saniya Oraon,LOHARDAGA,IND,,8th Pass,"Rs 10,48,129","Rs 0, "
6187,Sanjay Baba Bansode,SHIRUR,Bhartiya Bahujan Kranti Dal,0,8th Pass,"Rs 1,53,61,250","Rs 1,70,000, "
6188,Sanjay Baburao Jadhav,PUNE,IND,0,10th Pass,"Rs 22,15,000","Rs 1,65,000, "
6189,Sanjay Balaan,CHANDIGARH,Bhartiya Jan Samman Party,0,Illiterate,"Rs 22,37,237","Rs 5,13,000, "
6190,Sanjay Balmiki,ALIGARH,Bhartiya Bhaichara Party,0,5th Pass,"Rs 24,21,000","Rs 0, "
6191,Sanjay Bharatiya,HARDOI,Pragatishil Samajwadi Party (Lohia),0,Post Graduate,"Rs 1,08,18,915","Rs 58,70,000, "
6192,Sanjay Bhartia,JHANJHARPUR,IND,0,Post Graduate,"Rs 11,65,326","Rs 0, "
6193,Sanjay Bhatia,KARNAL,BJP,0,Graduate,"Rs 22,56,739","Rs 5,00,000, "
6194,Sanjay Chandrabahadur Singh,MUMBAI NORTH EAST,BSP,,Graduate,"Rs 77,00,000","Rs 28,62,000, "
6195,Sanjay Dagdu Sawant,AHMEDNAGAR,Bahujan Mukti Party,0,5th Pass,"Rs 30,000","Rs 0, "
6196,Sanjay Ganapat Wagh,BHIWANDI,Bhartiya Tribal Party,0,12th Pass,"Rs 2,37,279","Rs 0, "
6197,Sanjay Garg,JAIPUR,Swarna Bharat Party,0,Others,"Rs 2,74,32,694","Rs 20,00,000, "
6198,Sanjay Ghanshyam Agrawal,HATKANANGLE,IND,0,12th Pass,"Rs 68,23,627","Rs 2,08,000, "
6199,Sanjay Goyal,TEHRI GARHWAL,IND,0,10th Pass,"Rs 4,08,54,000","Rs 32,00,000, "
6200,Sanjay Hiramanji Athwale,AMRAVATI,Bahujan Maha Party,,12th Pass,"Rs 12,92,000","Rs 1,30,000, "
6201,Sanjay Kamble,BELGAUM,IND,0,8th Pass,"Rs 5,86,000","Rs 0, "
6202,Sanjay Kapoor,RAMPUR,INC,0,Graduate Professional,"Rs 9,71,99,000","Rs 55,25,000, "
6203,Sanjay Kesari,MUNGER,SHS,,Graduate,"Rs 9,13,169","Rs 28,000, "
6204,Sanjay Kisan Kanade,MAVAL,BSP,0,Graduate Professional,"Rs 1,41,66,972","Rs 20,61,198, "
6205,Sanjay Kumar,ETAWAH,IND,0,Graduate Professional,"Rs 43,64,623","Rs 0, "
6206,Sanjay Kumar,FARRUKHABAD,IND,0,10th Pass,"Rs 76,89,598","Rs 24,92,188, "
6207,Sanjay Kumar,KARAULI DHOLPUR,INC,0,Graduate Professional,"Rs 53,76,898","Rs 0, "
6208,Sanjay Kumar,EAST DELHI,BSP,0,12th Pass,"Rs 46,93,400","Rs 8,45,000, "
6209,Sanjay Kumar Bharti,PILIBHIT,Naitik Party,0,8th Pass,"Rs 16,06,000","Rs 72,000, "
6210,Sanjay Kumar Chauhan,DOMARIYAGANJ,Nagrik Ekta Party,0,Graduate,"Rs 2,73,900","Rs 3,89,500, "
6211,Sanjay Kumar Dhar,ANANTNAG,Manvadhikar National Party,0,12th Pass,"Rs 3,55,000","Rs 0, "
6212,Sanjay Kumar Namdeo,SIDHI,CPI,,10th Pass,"Rs 11,76,000","Rs 0, "
6213,Sanjay Kumar Patel,PASCHIM CHAMPARAN,IND,,10th Pass,"Rs 9,48,960","Rs 71,325, "
6214,Sanjay Kumar Sahu,HAMIRPUR,IND,,Graduate,"Rs 12,37,46,239","Rs 1,20,41,195, "
6215,Sanjay Kumar Shukla,HYDERABAD,IND,0,5th Pass,"Rs 2,27,06,000","Rs 0, "
6216,Sanjay Kundaliya,TEHRI GARHWAL,Uttarakhand Pragatisheel Party,0,Graduate Professional,"Rs 12,68,14,026","Rs 68,88,378, "
6217,Sanjay Laxman Padwal,SHIRUR,Bhartiya Navjawan Sena (Paksha),0,10th Pass,"Rs 2,25,000","Rs 0, "
6218,Sanjay Laxman Sukhdan,SHIRDI,Vanchit Bahujan Aaghadi,,Graduate,"Rs 2,40,86,176","Rs 88,10,000, "
6219,Sanjay Laxman Tambda,PALGHAR,BSP,0,8th Pass,"Rs 8,40,700","Rs 0, "
6220,Sanjay Maurya,FARIDABAD,IND,0,8th Pass,"Rs 3,64,174","Rs 0, "
6221,Sanjay Meshack,ANDAMAN AND NICOBAR ISLANDS,AAP,0,12th Pass,"Rs 9,98,87,782","Rs 17,91,076, "
6222,Sanjay Nirupam,MUMBAI NORTH WEST,INC,,Graduate,"Rs 12,20,93,505","Rs 83,99,569, "
6223,Sanjay Oraon,LOHARDAGA,IND,0,8th Pass,"Rs 13,52,000","Rs 0, "
6224,Sanjay Paswan,DARBHANGA,IND,,10th Pass,"Rs 4,64,226","Rs 0, "
6225,Sanjay Paswan,DHANBAD,IND,0,8th Pass,"Rs 50,000","Rs 0, "
6226,Sanjay Prajapati,SIWAN,IND,,Others,"Rs 68,22,000","Rs 0, "
6227,Sanjay Rama Kohkera,PALGHAR,Bahujan Mukti Party,0,Graduate,"Rs 30,04,847","Rs 0, "
6228,Sanjay Ramrao Hedaoo,KALYAN,Vanchit Bahujan Aaghadi,,12th Pass,"Rs 2,60,000","Rs 8,14,407, "
6229,Sanjay Sadashivrao Mandlik,KOLHAPUR,SHS,0,Post Graduate,"Rs 9,51,71,892","Rs 1,05,80,414, "
6230,Sanjay Sardar,SUPAUL,Lok Sewa Dal,0,Literate,"Rs 87,15,000","Rs 6,50,000, "
6231,Sanjay Seth,RANCHI,BJP,0,Graduate Professional,"Rs 1,40,44,267","Rs 1,00,000, "
6232,Sanjay Shamrao Dhotre,AKOLA,BJP,,Graduate Professional,"Rs 7,71,53,230","Rs 1,49,85,774, "
6233,Sanjay Shinde,BARAMATI,Bahujan Mukti Party,0,12th Pass,"Rs 35,722","Rs 15,000, "
6234,Sanjay Singh Chauhan,CHANDAULI,SP,,Post Graduate,"Rs 40,15,011","Rs 3,69,000, "
6235,Sanjay Singh Rana,LUCKNOW,IND,0,Graduate,"Rs 22,52,960","Rs 9,99,225, "
6236,Sanjay Sukhdev Ghodke,NASHIK,Bahujan Republican Socialist Party,0,Others,"Rs 32,91,484","Rs 23,50,000, "
6237,Sanjay Sushil Bhosale,MUMBAI SOUTH CENTRAL,Vanchit Bahujan Aaghadi,,Graduate Professional,"Rs 1,25,06,24,308","Rs 23,76,60,077, "
6238,Sanjay Vishwanath Sakpal,MUMBAI NORTH WEST,IND,0,Graduate,"Rs 70,000","Rs 0, "
6239,Sanjay Yashwant Aparanti,DHULE,BSP,0,Post Graduate,"Rs 2,99,90,502","Rs 0, "
6240,Sanjaya Kumar Sahoo,BHUBANESWAR,IND,0,Graduate,"Rs 21,08,850","Rs 0, "
6241,Sanjaya Kumar Sahoo,CUTTACK,IND,0,Graduate,"Rs 11,08,850","Rs 0, "
6242,Sanjaykaka Patil,SANGLI,BJP,,10th Pass,"Rs 19,11,92,187","Rs 2,33,45,328, "
6243,Sanjaymama Vittalrao Shinde	,MADHA,NCP,,Graduate,"Rs 49,33,06,415","Rs 11,24,17,440, "
6244,Sanjeet Kumar,NALANDA,Jantantrik Vikas Party,0,Post Graduate,"Rs 2,20,30,093","Rs 7,88,813, "
6245,Sanjeet Kumar Chaudhary,SUPAUL,Aam Janta Party Rashtriya,0,10th Pass,"Rs 21,24,233","Rs 0, "
6246,Sanjeev Kumar,AMRITSAR,IND,0,10th Pass,"Rs 46,41,000","Rs 8,00,000, "
6247,Sanjeev Kumar,KANNAUJ,Rashtriya Samaj Paksha,0,Post Graduate,"Rs 5,75,025","Rs 4,30,000, "
6248,Sanjeev Kumar Balyan,MUZAFFARNAGAR,BJP,,Doctorate,"Rs 1,57,81,189","Rs 23,73,645, "
6249,Sanjeev Kumar Mahato,GIRIDIH,IND,0,12th Pass,"Rs 18,30,883","Rs 0, "
6250,Sanjeev Kumar Mishra,PHULPUR,Yuva Vikas Party,0,Post Graduate,"Rs 37,80,483","Rs 5,00,000, "
6251,Sanjeev Kumar Pandram,MANDLA,Hindusthan Nirman Dal,0,Graduate,"Rs 18,63,900","Rs 2,50,000, "
6252,Sanjeeva Reddy Gaddam,NIZAMABAD,IND,0,Graduate Professional,"Rs 55,83,087","Rs 0, "
6253,Sanjey Gupta,RAJGARH,Sapaks Party,0,Graduate,"Rs 37,04,373","Rs 7,20,000, "
6254,Sanjit Khan,BISHNUPUR,IND,0,12th Pass,"Rs 37,000","Rs 0, "
6255,Sanjiv Baban Bhor,AHMEDNAGAR,IND,,Others,"Rs 1,08,11,146","Rs 32,22,409, "
6256,Sanjiv Kumar Kunal,BANKA,IND,0,Graduate,Nil,"Rs 0, "
6257,Sanju Kumar Yadav,RAIPUR,IND,0,10th Pass,"Rs 22,131","Rs 0, "
6258,Sanju Sharma,MORENA,SHS,0,10th Pass,"Rs 7,78,405","Rs 0, "
6259,Sankar Deb Mondal,JAYNAGAR,BSP,0,12th Pass,"Rs 26,49,442","Rs 0, "
6260,Sankar Malakar,DARJEELING,INC,,Graduate,"Rs 3,65,63,205","Rs 0, "
6261,Sankar Mondal,TAMLUK,Rashtriya Jan Adhikar Party,0,12th Pass,"Rs 49,000","Rs 0, "
6262,Sankar Prasad Datta,TRIPURA WEST,CPI(M),0,Post Graduate,"Rs 2,79,48,486","Rs 0, "
6263,Sankar Sahu,ASKA,CPI(ML) Red Star,0,Post Graduate,"Rs 5,41,935","Rs 0, "
6264,"Sankaralingam, M.",THOOTHUKKUDI,IND,0,8th Pass,"Rs 2,30,000","Rs 0, "
6265,"Sankaranarayanan, N.",VIRUDHUNAGAR,IND,0,Others,"Rs 96,540","Rs 0, "
6266,Sankenapalli. Devadas,PEDDAPALLE,Anti Corruption Dynamic Party,0,12th Pass,"Rs 1,60,000","Rs 0, "
6267,Sannapureddy Suresh Reddy,NELLORE,BJP,,Graduate,"Rs 2,88,28,964","Rs 7,00,000, "
6268,Sanoj Kumar Chauhan,PURNIA,Bihar Lok Nirman Dal,0,Graduate Professional,"Rs 27,64,447","Rs 2,63,815, "
6269,Sant Dharamveer Chotiwala,SONIPAT,Bahujan Maha Party,0,Graduate Professional,"Rs 4,04,40,000","Rs 1,50,000, "
6270,Sant Kumar Sharma,KHAJURAHO,Samagra Utthan Party,0,Post Graduate,"Rs 2,95,474","Rs 70,000, "
6271,Sant Shri Mahahansaji Maharaj Patil,JALGAON,Hindusthan Nirman Dal,,8th Pass,"Rs 11,02,452","Rs 0, "
6272,Santanu Mukherjee,BARPETA,Bharatiya Gana Parishad,0,Graduate,"Rs 12,05,081","Rs 0, "
6273,Santanu Roy,KOLKATA DAKSHIN,IND,0,10th Pass,"Rs 64,40,000","Rs 0, "
6274,Santhakumar N,KANNIYAKUMARI,IND,,10th Pass,"Rs 13,67,579","Rs 0, "
6275,Santhapan Hasdak,RAIGANJ,JMM,0,Post Graduate,"Rs 5,56,386","Rs 0, "
6276,Santhosh,ALAPPUZHA,IND,0,10th Pass,"Rs 10,22,408","Rs 25,000, "
6277,Santhosh Kamareddy,NIZAMABAD,IND,0,10th Pass,"Rs 12,05,000","Rs 0, "
6278,Santhosh M.,BANGALORE NORTH,Uttama Prajaakeeya Party,,Graduate Professional,"Rs 14,01,411","Rs 0, "
6279,Santhosh Mandya Gowda,MANDYA,Engineers Party,0,Post Graduate,"Rs 7,67,000","Rs 3,00,000, "
6280,Santhosh Min B,BANGALORE SOUTH,IND,0,Others,"Rs 4,040","Rs 0, "
6281,Santlal,BHADOHI,IND,0,5th Pass,"Rs 2,81,000","Rs 0, "
6282,Santokh Singh,KHADOOR SAHIB,Hindustan Shakti Sena,,10th Pass,"Rs 58,71,000","Rs 0, "
6283,Santokh Singh Chaudhary,JALANDHAR,INC,0,Graduate Professional,"Rs 9,99,25,185","Rs 25,34,363, "
6284,Santolkumar Patel,ANAND,IND,0,10th Pass,"Rs 62,16,107","Rs 12,23,545, "
6285,Santosh,BIDAR,Bharatiya Jan Kranti Dal (Democratic),0,10th Pass,"Rs 51,60,000","Rs 0, "
6286,Santosh,GHOSI,IND,0,Post Graduate,"Rs 94,80,939","Rs 0, "
6287,Santosh,KAISERGANJ,Bharat Prabhat Party,0,Graduate Professional,"Rs 60,000","Rs 0, "
6288,Santosh Balasaheb Bichukale,MADHA,IND,0,Post Graduate,"Rs 62,32,500","Rs 2,20,300, "
6289,Santosh Banjare,MAHASAMUND,IND,0,12th Pass,"Rs 5,81,000","Rs 2,00,000, "
6290,Santosh Barla,NIZAMABAD,IND,0,12th Pass,"Rs 44,30,000","Rs 2,00,000, "
6291,Santosh Bhikaji Bhalerao,KALYAN,Ambedkarite Party of India,0,Post Graduate,"Rs 1,50,31,500","Rs 22,22,000, "
6292,Santosh Govind Rathod,PARBHANI,Bhartiya Bahujan Kranti Dal,0,Graduate,"Rs 16,07,000","Rs 50,000, "
6293,Santosh Komamula,NIZAMABAD,IND,0,12th Pass,"Rs 1,65,77,000","Rs 13,86,000, "
6294,Santosh Kumar,MUNGER,Bahujan Mukti Party,0,12th Pass,"Rs 2,11,000","Rs 0, "
6295,Santosh Kumar,PURNIA,JD(U),,12th Pass,"Rs 4,10,36,294","Rs 25,00,000, "
6296,Santosh Kumar,VADAKARA,IND,0,8th Pass,"Rs 23,76,600","Rs 50,000, "
6297,Santosh Kumar,LALGANJ,IND,0,Graduate Professional,"Rs 1,16,443","Rs 0, "
6298,Santosh Kumar,DIAMOND HARBOUR,SHS,,Graduate,"Rs 62,55,831","Rs 23,53,546, "
6299,Santosh Kumar Das,KENDRAPARA,IND,0,10th Pass,"Rs 17,42,360","Rs 51,037, "
6300,Santosh Kumar Gangwar,BAREILLY,BJP,0,Graduate Professional,"Rs 12,63,56,142","Rs 1,30,55,209, "
6301,Santosh Kumar Kaushal,BILASPUR,SHS,0,12th Pass,"Rs 32,79,613","Rs 7,26,958, "
6302,Santosh Kumar Patra,KENDRAPARA,IND,0,12th Pass,"Rs 4,92,317","Rs 0, "
6303,Santosh Kumar Sinha,AURANGABAD,IND,0,Graduate,"Rs 12,75,000","Rs 0, "
6304,Santosh Kumar Yadav,GHAZIPUR,Pragatishil Samajwadi Party (Lohia),0,Post Graduate,"Rs 58,68,106","Rs 0, "
6305,Santosh Kumar Yadav,BUXAR,Bahujan Mukti Party,,12th Pass,"Rs 34,08,807","Rs 7,20,000, "
6306,Santosh Kumar Yadu,RAIPUR,SHS,0,12th Pass,"Rs 14,25,000","Rs 5,04,000, "
6307,Santosh Kumari,BARABANKI,Dr. Bhimrao Ambedkar Dal,0,Graduate,"Rs 7,75,000","Rs 0, "
6308,Santosh Maroti Boinwad,HINGOLI,IND,0,8th Pass,"Rs 13,09,000","Rs 0, "
6309,Santosh Nandur,DHARWAD,Uttama Prajaakeeya Party,0,Post Graduate,"Rs 22,81,541","Rs 1,72,551, "
6310,Santosh Pandey,RAJNANDGAON,BJP,0,Graduate Professional,"Rs 2,48,61,970","Rs 15,19,820, "
6311,Santosh Rao,RAJGARH,IND,0,5th Pass,"Rs 2,45,000","Rs 0, "
6312,Santosh S. Solanki,VADODARA,Bhartiya Manavadhikaar Federal Party,0,Post Graduate,"Rs 8,47,232","Rs 81,774, "
6313,Santosh Sahu,RAIPUR,IND,0,Graduate,"Rs 10,26,580","Rs 10,45,000, "
6314,Santosh Shrivastav,MUMBAI SOUTH CENTRAL,IND,0,10th Pass,"Rs 2,07,000","Rs 0, "
6315,Santosh Yadav,GUNA,Pragatishil Samajwadi Party (Lohia),0,Literate,"Rs 7,54,000","Rs 0, "
6316,Santoshini Karna,SAMBALPUR,Ambedkar National Congress,0,10th Pass,"Rs 1,47,94,644","Rs 45,00,000, "
6317,Sanu Nk,MALAPPURAM,IND,0,8th Pass,"Rs 2,68,100","Rs 1,08,000, "
6318,Sanuja U,POLLACHI,Naam Tamilar Katchi,0,Others,"Rs 5,84,781","Rs 0, "
6319,Sanyasi Raju Pakalapati,VIZIANAGARAM,BJP,0,Graduate,"Rs 12,51,55,000","Rs 2,26,88,000, "
6320,Sapariya Vijaykumar Mansukhbhai,JAMNAGAR,IND,0,8th Pass,"Rs 29,68,835","Rs 0, "
6321,Sapavat Devaram,BHONGIR,IND,0,Graduate Professional,"Rs 64,986","Rs 0, "
6322,Sapkal Lilabai Dharma,JALNA,Rashtriya Mahila Party,0,Illiterate,"Rs 1,78,000","Rs 0, "
6323,Sapra Vipul R.,SURENDRANAGAR,IND,0,10th Pass,"Rs 1,73,500","Rs 0, "
6324,Saptagiri Sankar Ulaka,KORAPUT,INC,0,Graduate Professional,"Rs 3,75,87,560","Rs 12,17,963, "
6325,Sarabandi Raju Sikhinam,GUNTUR,Indian Labour Party (Ambedkar Phule),0,Post Graduate,"Rs 30,000","Rs 0, "
6326,Sarabjeet Singh Sohal,CHANDIGARH,Bhartiya Rashtrawadi Party,0,Graduate Professional,"Rs 19,44,04,172","Rs 10,00,000, "
6327,Sarabjit Singh,AMRITSAR,IND,0,12th Pass,"Rs 27,86,000","Rs 0, "
6328,Saraswathi K,KARUR,Indian New Congress Party,,Illiterate,"Rs 10,69,100","Rs 0, "
6329,Sarat Pattanayak,SAMBALPUR,INC,0,Graduate Professional,"Rs 5,94,24,606","Rs 7,03,915, "
6330,Saravanakumar A,ERODE,Makkal Needhi Maiam,0,Others,"Rs 1,19,19,500","Rs 32,57,200, "
6331,Saravanan M,NAGAPATTINAM,AIADMK,0,Post Graduate,"Rs 1,84,92,618","Rs 14,29,090, "
6332,"Saravanan, G.",THOOTHUKKUDI,IND,0,8th Pass,"Rs 1,71,960","Rs 0, "
6333,Saravanan.K,SIVAGANGA,BSP,0,8th Pass,"Rs 10,40,000","Rs 1,00,000, "
6334,Saravanan.K.R.S,SALEM,AIADMK,0,Graduate Professional,"Rs 1,50,55,729","Rs 0, "
6335,Saravanan.S,DHARMAPURI,IND,0,10th Pass,"Rs 8,05,528","Rs 1,55,500, "
6336,Saravanavel R,NAMAKKAL,IND,0,Graduate Professional,"Rs 4,21,74,000","Rs 36,00,000, "
6337,Sardar Khan,TEHRI GARHWAL,IND,0,8th Pass,"Rs 21,16,556","Rs 50,000, "
6338,Sardarkhan Malek,SURENDRANAGAR,IND,0,8th Pass,"Rs 3,06,000","Rs 0, "
6339,Sarfaraj Ahmad,KODARMA,BSP,,12th Pass,"Rs 25,38,727","Rs 11,00,000, "
6340,Sarfaraz Alam,ARARIA,RJD,,Graduate,"Rs 7,66,18,366","Rs 85,66,199, "
6341,Sarfaraz Khan,KOLKATA DAKSHIN,BSP,,8th Pass,"Rs 29,45,000","Rs 0, "
6342,Sarita Anand,JAMSHEDPUR,IND,0,Graduate,"Rs 1,40,22,115","Rs 70,93,866, "
6343,Saritha S Nair,AMETHI,IND,,Others,"Rs 43,80,000","Rs 10,00,000, "
6344,Sarju Lal,HAMIRPUR,IND,0,8th Pass,"Rs 44,47,262","Rs 0, "
6345,Sarmistha Sethi,JAJPUR,BJD,0,Post Graduate,"Rs 1,58,37,082","Rs 0, "
6346,Saroj,RAMPUR,Peoples Party of India (Democratic),0,Post Graduate,"Rs 16,79,000","Rs 8,500, "
6347,Saroj Kumar Chaudhary,DARBHANGA,Mithilanchal Mukti Morcha,,10th Pass,"Rs 34,52,000","Rs 0, "
6348,Saroj Kumar Panda,BALASORE,IND,0,Graduate,"Rs 2,38,072","Rs 0, "
6349,Saroj Kumar Satpathy,DHENKANAL,Samata Kranti Dal,0,Graduate,"Rs 96,702","Rs 0, "
6350,Saroj Prajapat,NAGAUR,IND,0,Post Graduate,"Rs 83,24,000","Rs 12,00,000, "
6351,Sartaj Khan,RAE BARELI,IND,0,8th Pass,"Rs 46,85,105","Rs 0, "
6352,Sarubala. R. Thondaiman,TIRUCHIRAPPALLI,IND,0,Post Graduate,"Rs 92,38,76,327","Rs 9,11,82,000, "
6353,Sarvesh Kumar,FATEHPUR SIKRI,Bharatiya Majdoor Janta Party,0,Graduate Professional,"Rs 7,26,000","Rs 28,883, "
6354,Sarvesh N.M.,KOLAR,Pyramid Party of India,0,12th Pass,"Rs 15,05,000","Rs 0, "
6355,Sasi T,THIRUVANANTHAPURAM,IND,0,Graduate,"Rs 16,60,184","Rs 3,68,753, "
6356,Sasikumar,CHENNAI CENTRAL,Tamil Nadu Ilangyar Katchi,,Others,"Rs 18,81,716","Rs 2,88,000, "
6357,Sasikumar A,SRIPERUMBUDUR,IND,0,Others,"Rs 3,12,000","Rs 0, "
