SerialNo,Candidate,Constituency,Party,CriminalCases,Education,Assest,Liabilities 
1616,DEVENDRA RAKESH,Muzaffarpur,BJKVP,,Post Graduate,"Rs 4,38,30,000","Rs 6,000, "
1617,DEVENDRA SINGH SIKARWAR,Morena,AIFB,0,Literate,"Rs 1,45,000","Rs 0, "
1618,DEVENDRAPPA SANGRAMAPPA PATIL,Bidar,IND,0,Not Given,"Rs 6,00,000","Rs 50,000, "
1619,Devi Das Rao Ghodke,Secunderabad,IND,0,Not Given,"Rs 5,30,626","Rs 0, "
1620,DEVI DAYAL,Bulandshahr,INC,0,Post Graduate,"Rs 2,23,37,000","Rs 3,02,557, "
1621,DEVI LAL,Hisar,IND,0,10th Pass,"Rs 1,13,32,000","Rs 0, "
1622,Devi Prasanna Besra,Mayurbhanj,IND,0,Graduate,"Rs 33,05,475","Rs 0, "
1623,DEVI PRASHAD,Aligarh,MADP,0,10th Pass,"Rs 5,12,500","Rs 0, "
1624,DEVI SARAN,Amroha,IND,0,12th Pass,"Rs 62,54,162","Rs 0, "
1625,DEVI.M.,Erode,LJP,0,Literate,Nil,"Rs 0, "
1626,DEVIDAS KURRE,Durg,CVKP,0,10th Pass,"Rs 50,000","Rs 0, "
1627,DEVIDAS PIRAJI SARKATE,Buldhana,IND,0,10th Pass,"Rs 60,000","Rs 0, "
1628,DEVIDHAN BESRA,Rajmahal,BJP,0,10th Pass,"Rs 48,28,559","Rs 0, "
1629,DEVINDER,Faridabad,JJJKMC,0,5th Pass,"Rs 4,30,000","Rs 0, "
1630,DEVJIBHAI MEGHABHAI DABHI,Bhavnagar,Samajwadi Janata Party (Rashtriya),0,Literate,"Rs 2,40,600","Rs 0, "
1631,DEVRAJ DEEWAN,Sonipat,BSP,0,10th Pass,"Rs 16,09,90,187","Rs 8,97,060, "
1632,DEVRAJ KISAN MHATRE,Bhiwandi,MNS,,Graduate,"Rs 1,11,54,651","Rs 7,87,797, "
1633,DEVUSINH JESINGBHAI CHAUHAN,Kheda,BJP,0,10th Pass,"Rs 64,14,212","Rs 14,48,250, "
1634,DEWAN JOYNAL ABEDIN,Barpeta,IND,0,Post Graduate,"Rs 12,54,748","Rs 45,131, "
1635,DHAGE VITTHAL MAHADEV,Yavatmal-Washim,RSP,0,12th Pass,"Rs 2,76,800","Rs 0, "
1636,DHAKSHINAMOORTHY M,Mayiladuthurai,IND,0,12th Pass,"Rs 9,70,000","Rs 0, "
1637,DHALLU (ALLAHBAKSH),Morena,IND,0,Literate,"Rs 7,80,000","Rs 0, "
1638,DHAMODHARAN N B,Salem,IND,0,Illiterate,"Rs 1,50,000","Rs 0, "
1639,DHAMODHARAN.T,Chennai Central,IND,0,12th Pass,"Rs 10,199","Rs 0, "
1640,DHAN SINGH AHIRWAR,Sagar,LJP,0,Post Graduate,"Rs 60,000","Rs 0, "
1641,DHANANJAY BAPPASAHEB JOGDAND,Kalyan,IND,0,Post Graduate,"Rs 4,20,000","Rs 0, "
1642,DHANANJAY SINGH,Jaunpur,BSP,,Post Graduate,"Rs 43,62,656","Rs 6,78,982, "
1643,DHANARAJ T,Kallakurichi,IND,0,Not Given,"Rs 20,70,000","Rs 0, "
1644,DHANARAJU K,Kallakurichi,PMK,0,Doctorate,"Rs 1,25,31,131","Rs 67,77,922, "
1645,DHANASEELI K,Dindigul,IND,0,12th Pass,"Rs 3,83,889","Rs 0, "
1646,DHANASEKHAR GUNDLURU,Tirupati,RPI(A),0,12th Pass,"Rs 64,000","Rs 0, "
1647,DHANESHWAR LILHARE,Balaghat,IND,0,10th Pass,"Rs 58,000","Rs 0, "
1648,Dhaneshwar Singh,Surguja,IND,0,12th Pass,"Rs 2,75,000","Rs 0, "
1649,DHANI RAM,Kangra,IND,0,Literate,"Rs 18,68,888","Rs 0, "
1650,DHANI RAM SHANDIL,Shimla,INC,0,Doctorate,"Rs 1,68,85,300","Rs 0, "
1651,DHANJIBHAI KARSANBHAI MAHESHWARI,Kachchh,IND,0,8th Pass,"Rs 5,65,000","Rs 0, "
1652,DHANOJ KUMAR TANTI,Madhepura,RVNP,0,12th Pass,"Rs 1,33,834","Rs 22,000, "
1653,DHANPAL BHALAVI,Chhindwara,IND,0,8th Pass,"Rs 1,92,300","Rs 0, "
1654,DHANRAJ JAMBHATKAR,Chhindwara,IND,0,Not Given,Nil,"Rs 0, "
1655,DHANSUKHBHAI BHAGVATIPRASAD RAJPUT,Navsari,INC,,12th Pass,"Rs 13,12,94,456","Rs 0, "
1656,Dhanurjaya Sidu,Keonjhar,INC,,12th Pass,"Rs 5,98,79,250","Rs 0, "
1657,DHANUSHKODI M,Virudhunagar,IND,0,Others,"Rs 19,52,453","Rs 2,75,000, "
1658,DHARAM SINGH PARCHA,North West Delhi,IND,0,Graduate,"Rs 2,34,158","Rs 0, "
1659,Dharam Yadav Urf D. P. Yadav,Badaun,BSP,,Graduate,"Rs 20,44,11,586","Rs 1,07,42,294, "
1660,DHARAMVIR,Gautam Budhha Nagar,IND,0,10th Pass,"Rs 31,000","Rs 0, "
1661,DHARAMVIR,Sonipat,IND,,Graduate,"Rs 14,54,600","Rs 0, "
1662,DHARBAR RAJA,Madurai,BSP,,5th Pass,"Rs 13,37,510","Rs 0, "
1663,DHARM SINGH,Dausa,JGP,0,10th Pass,"Rs 15,10,000","Rs 0, "
1664,"DHARMALINGAM, C",Chidambaram,IND,0,Not Given,Nil,"Rs 0, "
1665,DHARMALINGAM.R,Karur,BSP,0,12th Pass,"Rs 6,95,000","Rs 0, "
1666,DHARMARAJ SINGH PATEL,Phulpur,INC,,Post Graduate,"Rs 51,04,000","Rs 0, "
1667,DHARMASATHYAMURTHY V,Sriperumbudur,IND,0,Not Given,"Rs 6,500","Rs 0, "
1668,DHARMENDER SINGH,Bhiwani-Mahendragarh,IND,0,12th Pass,"Rs 18,95,000","Rs 0, "
1669,DHARMENDRA KUMAR,Aonla,SP,,10th Pass,"Rs 36,54,470","Rs 0, "
1670,DHARMENDRA KUMAR,Deoria,SBSP,,10th Pass,"Rs 25,000","Rs 0, "
1671,DHARMENDRA KUMAR HAJARA,Gopalganj,IND,0,Literate,"Rs 7,452","Rs 0, "
1672,DHARMENDRA PRATAP SINGH,Akbarpur,BPD,0,Post Graduate,"Rs 3,19,000","Rs 0, "
1673,DHARMENDRA SINGH,Akbarpur,RPI,0,8th Pass,"Rs 31,47,362","Rs 0, "
1674,DHARMENDRA SINGH,Barrackpur,IND,,5th Pass,"Rs 2,500","Rs 0, "
1675,DHARMENDRA YADAV,Badaun,SP,0,Post Graduate,"Rs 56,82,299","Rs 98,000, "
1676,DHARMENDRA YADAV,Badaun,IND,0,Post Graduate,"Rs 56,82,299","Rs 0, "
1677,DHARMENDRABHAI MAGANLAL PATEL,Jamnagar,IND,0,10th Pass,"Rs 2,75,000","Rs 0, "
1678,DHARMRAJ,Lalganj,IND,0,10th Pass,"Rs 7,54,201","Rs 0, "
1679,DHARPAL BHAGWAN MESHRAM,Mumbai North East,IND,0,10th Pass,"Rs 14,00,000","Rs 0, "
1680,DHAYANITHI S,Tiruvannamalai,IND,0,8th Pass,"Rs 50,000","Rs 0, "
1681,DHEER SINGH,Muzaffarnagar,CPI,0,12th Pass,"Rs 20,23,000","Rs 6,00,000, "
1682,DHEERAJ,Lucknow,IND,,10th Pass,"Rs 5,73,000","Rs 98,000, "
1683,DHEERAJ SHEKHAR SHRIWASTAWA,Kushi Nagar,RALOP,0,Not Given,"Rs 16,000","Rs 0, "
1684,DHEERENDRA KUMAR BHARDWAJ,Badaun,JD(U),0,Post Graduate,"Rs 5,68,43,000","Rs 85,13,000, "
1685,DHIAN SINGH,Firozpur,SAD(A)(Simranjit Singh Mann),0,10th Pass,"Rs 31,36,000","Rs 0, "
1686,Dhiren Chandra Mahato,Purulia,JD(U),,10th Pass,"Rs 8,50,000","Rs 0, "
1687,Dhiren Rajak,Purulia,IND,0,8th Pass,"Rs 1,50,000","Rs 0, "
1688,Dhirendra Satapathy,Bhubaneswar,IND,0,Post Graduate,"Rs 44,81,000","Rs 18,00,000, "
1689,DHIRUBHAI BHANABHAI BHAROLA,Amreli,BSP,0,12th Pass,"Rs 3,90,500","Rs 0, "
1690,DHIRUBHAI CHHAGANBHAI PATEL,Valsad,BJP,0,Post Graduate,"Rs 1,52,30,539","Rs 13,46,221, "
1691,DHIRUBHAI HARIBHAI GAJERA,Surat,INC,,8th Pass,"Rs 4,29,21,887","Rs 0, "
1692,DHIRUBHAI KARSANBHAI CHAUHAN,Bhavnagar,IND,0,Literate,"Rs 2,27,600","Rs 0, "
1693,DHOKAL RAM,Alwar,IND,0,8th Pass,"Rs 23,83,500","Rs 9,00,000, "
1694,DHOKNE RAVINDRA TULSHRAMJI,Buldhana,BBM,,Post Graduate,"Rs 45,20,000","Rs 1,200, "
1695,DHONE ANIL,Ramtek,IND,0,5th Pass,"Rs 12,40,000","Rs 2,018, "
1696,DHOTRE MARUTI YAMNAPPA,Mumbai North West,IND,0,Literate,"Rs 21,71,000","Rs 2,49,540, "
1697,DHOTRE SANJAY SHAMRAO,Akola,BJP,,Graduate Professional,"Rs 1,93,35,144","Rs 22,21,980, "
1698,DHOTRE SUCHIT CHINTAMANI,Shirdi,KM,0,10th Pass,"Rs 63,66,300","Rs 12,34,902, "
1699,DHRUVA KUMAR GUPTA,Madhepura,IND,0,Post Graduate,"Rs 4,02,00,600","Rs 0, "
1700,DHUNHI LAL DHUHARIYA,Jaipur Rural,IND,0,10th Pass,"Rs 17,20,000","Rs 0, "
1701,Dhurendra Ram,Maharajganj,IND,0,8th Pass,"Rs 1,56,500","Rs 0, "
1702,DIAS JAWAHAR,South Goa,IND,0,Post Graduate,"Rs 41,92,40,240","Rs 6,500, "
1703,DIBA CHANDRA HRANGKHWAL,Tripura East,INC,0,8th Pass,"Rs 25,750","Rs 25,200, "
1704,DIDAR,Jodhpur,IND,0,Not Given,"Rs 17,04,700","Rs 25,000, "
1705,Digamber Kumar Mehta,Hazaribagh,SP,,10th Pass,"Rs 36,55,803","Rs 0, "
1706,DIGVIJAY SINGH,Bijnor,IND,0,12th Pass,"Rs 18,66,700","Rs 32,000, "
1707,DIKSHA JITENDRA JAGTAP,Mumbai North East,IND,0,5th Pass,"Rs 6,62,000","Rs 0, "
1708,Dileep,Thiruvananthapuram,IND,0,Graduate,"Rs 40,500","Rs 0, "
1709,DILEEP KUMAR,Sitapur,IND,,Graduate,"Rs 15,000","Rs 0, "
1710,DILEEP SINGH BHURIA,Ratlam,BJP,0,10th Pass,"Rs 86,70,000","Rs 0, "
1711,DILEEP VERMA,Fatehpur,IND,0,Post Graduate,"Rs 22,64,100","Rs 0, "
1712,DILIP,Amethi,IND,0,Not Given,"Rs 1,90,000","Rs 0, "
1713,Dilip Gupta,Bilaspur,IND,0,Graduate,"Rs 4,87,000","Rs 0, "
1714,Dilip Kumar,Bilaspur,IND,0,Others,"Rs 3,28,500","Rs 0, "
1715,DILIP KUMAR,Maharajganj,IND,0,Not Given,"Rs 2,64,500","Rs 0, "
1716,DILIP KUMAR,Begusarai,IND,0,10th Pass,"Rs 20,000","Rs 25,000, "
1717,DILIP MANGAL MADAVI,Nagpur,GGP,0,12th Pass,"Rs 20,06,000","Rs 0, "
1718,Dilip Paswan,Gaya,NBNP,0,5th Pass,"Rs 1,55,600","Rs 0, "
1719,DILIP RAMCHANDRA GANDHI,Mumbai South Central,IND,0,Post Graduate,"Rs 12,60,000","Rs 0, "
1720,Dilip Rathod Sampadak,Rajnandgaon,IND,0,Others,"Rs 14,00,000","Rs 0, "
1721,DILIP SINGH RAJPUROHIT,Jodhpur,IND,0,Graduate,"Rs 2,60,000","Rs 0, "
1722,Dilip Singh Thakur,Bilaspur,IND,0,10th Pass,"Rs 10,27,500","Rs 0, "
1723,DILIP VERMA,Valmiki Nagar,NCP,0,Not Given,"Rs 2,20,93,716","Rs 4,83,884, "
1724,DILIPKUMAR GULSING VASAVA,Bharuch,IND,0,12th Pass,"Rs 4,03,000","Rs 80,000, "
1725,DILIPKUMAR LILACHAND PATEL,Patan,IND,0,5th Pass,"Rs 85,000","Rs 0, "
1726,DIN BANDHU SINGH,Dhanbad,SLP(L),0,10th Pass,"Rs 24,000","Rs 0, "
1727,DINA NATH DAS,Mangaldoi,BPF,0,Post Graduate,"Rs 8,70,981","Rs 0, "
1728,DINA NATH MANJHI,Gopalganj,IND,,Graduate,"Rs 12,65,137","Rs 0, "
1729,DINA NATH PANDEY,Faizabad,IND,,Graduate,"Rs 20,82,000","Rs 1,40,000, "
1730,DINESH,Ghazipur,RSMD,0,8th Pass,"Rs 12,12,000","Rs 33,000, "
1731,DINESH,Rae bareli,RCP,0,Post Graduate,"Rs 2,35,000","Rs 0, "
1732,DINESH CHANDER YADAV,Gurgaon,NCP,0,Graduate Professional,"Rs 63,30,000","Rs 0, "
1733,DINESH CHANDRA BHUSHAN,Hajipur,LTSD,0,12th Pass,"Rs 3,75,240","Rs 1,87,981, "
1734,DINESH CHANDRA YADAV,Khagaria,JD(U),0,Others,"Rs 63,05,253","Rs 15,922, "
1735,DINESH JAIN,West Delhi,IND,0,10th Pass,"Rs 12,07,23,000","Rs 33,63,927, "
1736,DINESH JATWA,Ujjain,IND,0,Graduate,"Rs 3,44,000","Rs 0, "
1737,DINESH KUMAR,New Delhi,IND,0,Post Graduate,"Rs 4,89,843","Rs 0, "
1738,DINESH KUMAR,Machhlishahr,IND,0,Post Graduate,"Rs 23,908","Rs 0, "
1739,DINESH KUMAR,Jalore,LJP,0,10th Pass,"Rs 1,09,78,584","Rs 0, "
1740,DINESH KUMAR,Jodhpur,IND,0,Graduate Professional,"Rs 19,76,858","Rs 5,43,000, "
1741,DINESH KUMAR AHIRWAR,Hoshangabad,IND,0,Not Given,"Rs 6,50,000","Rs 0, "
1742,DINESH KUMAR KUSHWAHA,Muzaffarpur,RKSP,0,Graduate,"Rs 2,82,000","Rs 5,55,872, "
1743,DINESH KUMAR N,Shimoga,IND,0,Not Given,"Rs 67,97,950","Rs 8,12,020, "
1744,DINESH KUMAR N,Tiruppur,DMDK,0,Not Given,Nil,"Rs 0, "
1745,DINESH KUMAR RAJBHAR,Ambedkar Nagar,SBSP,0,Post Graduate,"Rs 2,37,858","Rs 0, "
1746,DINESH KUMAR SHARMA,Barrackpur,IND,0,Graduate Professional,"Rs 8,000","Rs 0, "
1747,DINESH M,Kallakurichi,IND,0,Others,"Rs 1,06,000","Rs 0, "
1748,DINESH NANUBHAI SAPARIA,Bhavnagar,LPSP,0,Graduate Professional,"Rs 1,13,700","Rs 15,000, "
1749,DINESH PANDEY ALIAS D.K. PANDEY,Pratapgarh,IND,0,Not Given,"Rs 2,65,000","Rs 0, "
1750,DINESH RATHOUR,Araria,IND,,Literate,"Rs 1,80,000","Rs 0, "
1751,DINESH TRIVEDI,Barrackpur,AITC,0,Post Graduate,"Rs 2,72,03,930","Rs 0, "
1752,DINESH TUKARAM MADAVI,Gadchiroli-Chimur,IND,0,Post Graduate,"Rs 1,05,000","Rs 4,00,000, "
1753,DINESH YADAV,Bhagalpur,IND,0,Literate,"Rs 9,778","Rs 0, "
1754,DINESHBHAI KALABHAI CHAUHAN,Jamnagar,RPI(A),0,Literate,"Rs 1,50,000","Rs 0, "
1755,DINESHBHAI NAGJIBHAI PARMAR,Dahod,IJP,0,Post Graduate,"Rs 10,000","Rs 0, "
1756,DINGARKUMBHAR,Bolangir,Samruddha Odisha,0,Post Graduate,"Rs 1,25,000","Rs 0, "
1757,DINSHA ZAVARBHAI PATEL,Kheda,INC,0,10th Pass,"Rs 2,30,65,019","Rs 34,80,352, "
1758,DINUBHAI BOGHABHAI SOLANKI,Junagadh,BJP,,Graduate,"Rs 1,94,60,865","Rs 59,45,896, "
1759,DIP GOGOI,Kaliabor,INC,0,Graduate,"Rs 25,39,058","Rs 0, "
1760,Dipak Bhattacharjee,Silchar,CPM,0,8th Pass,"Rs 1,70,514","Rs 0, "
1761,Dipak Kumar Chowdhury,Maldaha Dakshin,BJP,0,Graduate,"Rs 90,000","Rs 0, "
1762,Dipak Kumar Ghosh,Medinipur,AITC,,Graduate Professional,"Rs 44,40,000","Rs 0, "
1763,DIPAK SHRIRAM TIRAKE,Akola,RSP,0,10th Pass,"Rs 12,72,475","Rs 52,200, "
1764,DIPENDRA KUMAR VERMA,Sitapur,IND,0,Post Graduate,"Rs 8,05,178","Rs 4,50,000, "
1765,DIVAKAR YASHWANT NAKADE,Osmanabad,BSP,0,Graduate,"Rs 3,81,200","Rs 0, "
1766,DIWAKAR,Ballia,IND,0,Graduate,"Rs 5,02,000","Rs 0, "
1767,DIWATE RAMESH MADHAORAO,Wardha,KM,0,Graduate,"Rs 16,15,000","Rs 0, "
1768,DNYANESHWAR VITTHAL AMALE,Madha,IND,,Others,"Rs 43,000","Rs 0, "
1769,Doctor G Varalakshmi,Amalapuram,TDP,0,Graduate Professional,"Rs 1,08,53,316","Rs 0, "
1770,DODDA KAMESWARA RAO,Eluru,IND,0,10th Pass,"Rs 20,10,000","Rs 0, "
1771,DOLE BHIMRAJ NIVRUTTI,Maval,IND,0,Post Graduate,"Rs 5,61,265","Rs 0, "
1772,Domasa Srinivas,Peddapalle,TRS,,12th Pass,"Rs 41,79,400","Rs 19,50,000, "
1773,Domburu Majhi,Nabarangpur,BJD,0,Graduate Professional,"Rs 1,64,55,000","Rs 54,575, "
1774,Dommati Sambaiah,Warangal,TDP,,Graduate,"Rs 28,40,000","Rs 7,00,000, "
1775,Dommeti Sudhakar,Kakinada,BSP,0,Post Graduate,"Rs 10,60,000","Rs 70,000, "
1776,DONGAPURE SHANT KUMAR,Bidar,IND,0,Graduate,"Rs 8,50,000","Rs 0, "
1777,DONGER ONKAR,Khargone,IND,0,Illiterate,"Rs 1,40,000","Rs 0, "
1778,DOWLURI GOVARDHAN,Eluru,IND,,5th Pass,"Rs 33,227","Rs 15,000, "
1779,DP KUMAWAT,Sikar,Rajasthan Vikas Party,0,12th Pass,"Rs 7,41,353","Rs 0, "
1780,DR ACHUTANANDDUBE,Gonda,NCP,0,Doctorate,"Rs 2,59,472","Rs 1,15,479, "
1781,DR AVINASH VISHNOI,Jaipur,IND,0,Others,"Rs 1,48,98,902","Rs 4,00,000, "
1782,Dr Azad,Ponnani,IND,0,Doctorate,"Rs 32,96,965","Rs 84,207, "
1783,Dr D Surendranath,Kozhikode,IND,0,Graduate Professional,"Rs 5,57,500","Rs 0, "
1784,DR DASRATH SINGH SHEKHAWAT,Jhunjhunu,BJP,0,Doctorate,"Rs 1,89,99,476","Rs 0, "
1785,Dr G Sudevan,Alathur,BSP,0,Graduate,"Rs 44,85,188","Rs 1,34,724, "
1786,DR GOPAL PRASAD SHARMA,Jhunjhunu,IND,0,Graduate Professional,"Rs 10,79,79,149","Rs 0, "
1787,DR H.LALLUNGMUANA,Mizoram,IND,0,Doctorate,"Rs 47,40,000","Rs 0, "
1788,Dr Hamid Hussain,Bargarh,BJD,0,Doctorate,"Rs 5,53,475","Rs 6,72,260, "
1789,DR HEMCHANDRA JHA,Madhubani,CPI,,Doctorate,"Rs 5,11,000","Rs 50,000, "
1790,Dr Hussain,Ponnani,IND,0,Not Given,"Rs 5,00,000","Rs 2,60,000, "
1791,Dr Hussain Randathani,Ponnani,IND,0,Doctorate,"Rs 32,78,108","Rs 1,37,355, "
1792,DR JAMAL AHAMAD KHAN,Gautam Budhha Nagar,NLHP,,Post Graduate,"Rs 10,11,86,607","Rs 25,14,343, "
1793,DR JAUHARI LAL,Shahjahanpur,NCP,0,Doctorate,"Rs 3,05,38,912","Rs 0, "
1794,DR JYOTI MIRDHA,Nagaur,INC,0,Graduate Professional,"Rs 3,90,39,915","Rs 0, "
1795,DR K P SINGH,Faridabad,IND,0,Graduate Professional,"Rs 8,40,000","Rs 0, "
1796,Dr K S Manoj,Alappuzha,CPM,0,Post Graduate,"Rs 14,35,185","Rs 13,566, "
1797,DR K SHRINGI,Kota,IND,0,Post Graduate,"Rs 35,22,800","Rs 16,02,820, "
1798,DR KIRTAN PRASAD SINGH,Jhanjharpur,LTSD,,Doctorate,"Rs 31,30,871","Rs 8,000, "
1799,DR LALTA PRASAD MISHRA ALIS DR L P MISHRA,Kaiserganj,BJP,0,Doctorate,"Rs 3,59,03,033","Rs 32,75,766, "
1800,Dr Lata Markam,Mahasamund,RPI(A),0,8th Pass,"Rs 70,000","Rs 0, "
1801,DR MANOJ RAJORIA,Karauli-Dholpur,BJP,0,Post Graduate,"Rs 1,28,08,000","Rs 22,51,000, "
1802,DR MUKARRAM ALI,Jaipur Rural,IND,0,Graduate,"Rs 10,03,398","Rs 9,040, "
1803,Dr N D Mohan,Mavelikkara,BSP,0,Post Graduate,"Rs 62,47,000","Rs 12,00,000, "
1804,Dr Nallathambi Thera,Wayanad,IND,0,Graduate Professional,"Rs 1,47,145","Rs 0, "
1805,Dr P S Babu,Chalakudy,IND,0,Graduate Professional,"Rs 10,65,483","Rs 0, "
1806,DR PURANMAL SHARMA,Bhiwani-Mahendragarh,IND,0,10th Pass,"Rs 32,88,000","Rs 3,60,000, "
1807,DR RAM GOPAL ADVOCATE,Gwalior,RPI(A),0,Post Graduate,"Rs 30,74,000","Rs 0, "
1808,DR SATDEVA CHADDA,Jaipur,IND,0,Graduate,"Rs 84,43,86,000","Rs 0, "
1809,DR SHAKEEL AHAMAD,Madhubani,INC,0,Graduate Professional,"Rs 21,15,000","Rs 2,50,000, "
1810,Dr Thirumala Raya Halemane,Dakshina Kannada,IND,0,Post Graduate,"Rs 3,99,15,000","Rs 1,24,20,000, "
1811,Dr U.P.Shivananda,Dakshina Kannada,IND,,Graduate Professional,"Rs 1,96,13,000","Rs 43,86,000, "
1812,DR. AKALPITA PARANJPE,Mumbai South Central,BUDM,0,Doctorate,"Rs 2,20,20,000","Rs 0, "
1813,DR. AKHILESH DAS GUPTA,Lucknow,BSP,,Doctorate,"Rs 52,74,90,020","Rs 21,90,715, "
1814,DR. AKHILESH KUMAR DWIVEDI,Bhadohi,NCP,0,Doctorate,"Rs 10,000","Rs 0, "
1815,Dr. Anand Matwale (Guruji),Mahasamund,LB,0,Graduate,"Rs 15,24,114","Rs 0, "
1816,DR. ANITA YADAV,Indore,SP,0,Doctorate,"Rs 2,29,780","Rs 2,43,760, "
1817,DR. ARAVA. VENKATA SUBBA REDDY,Rajampet,PPOI,0,Not Given,"Rs 93,49,125","Rs 32,88,000, "
1818,Dr. Arbind Kumar,Jahanabad,IND,,Doctorate,"Rs 2,67,21,790","Rs 70,863, "
1819,DR. ARUN KR. SARMA,Lakhimpur,AGP,0,Doctorate,"Rs 42,19,423","Rs 14,50,311, "
1820,DR. ASHOK KUMAR,Samastipur,INC,0,Graduate Professional,"Rs 35,63,403","Rs 25,46,415, "
1821,DR. B.D. CHAVHAN,Hingoli,BSP,0,Post Graduate,"Rs 90,67,000","Rs 22,09,000, "
1822,DR. BABU RAMADHIN AHIRWAR,Jalaun,INC,0,Doctorate,"Rs 8,99,586","Rs 34,529, "
1823,Dr. Bal Mukund Singh Maravi,Bilaspur,GGP,0,Graduate Professional,"Rs 1,20,000","Rs 0, "
1824,DR. BALIRAM,Lalganj,BSP,0,Doctorate,"Rs 80,03,036","Rs 6,38,922, "
1825,DR. BHAGIRATH PRASAD,Bhind,INC,0,Doctorate,"Rs 1,79,67,761","Rs 39,09,323, "
1826,DR. BHOLA PANDEY,Salempur,INC,,Doctorate,"Rs 2,36,14,057","Rs 31,08,319, "
1827,DR. BRIJESH MANI TRIPATHI,Gorakhpur,IND,0,Post Graduate,"Rs 15,34,940","Rs 50,000, "
1828,Dr. Chandragiri Rajamouli,Warangal,PRAP,0,Graduate Professional,"Rs 1,41,60,000","Rs 22,85,000, "
1829,Dr. D. SRAVAN KUMAR,Secunderabad,PRAP,0,Doctorate,"Rs 58,96,000","Rs 65,313, "
1830,DR. DALJIT SINGH CHEEMA,Anandpur Sahib,SAD,0,Doctorate,"Rs 1,00,69,147","Rs 12,51,698, "
1831,DR. DESHMUKH KISHANRAO JANARDHANRAO (EX-SERVICEMAN),Parbhani,IND,,Graduate,"Rs 75,45,000","Rs 0, "
1832,Dr. Dhirendra Nath Das,Jalpaiguri,NCP,0,Post Graduate,"Rs 9,00,000","Rs 2,00,000, "
1833,DR. DILAWAR MIRZA BAIG,Jalna,Indian Union Muslim League,0,Graduate,"Rs 9,35,000","Rs 0, "
1834,DR. DIWAKER TEJASWI,Patna Sahib,BUDM,0,Doctorate,"Rs 57,15,000","Rs 3,50,000, "
1835,Dr. Fakir Mohan Naik,Keonjhar,IND,0,Graduate Professional,"Rs 27,68,000","Rs 0, "
1836,Dr. G. Vivekanand,Peddapalle,INC,0,Graduate Professional,"Rs 72,95,09,675","Rs 0, "
1837,DR. GANGARAM JOGCHAND,Dewas,LJP,0,Literate,"Rs 4,20,000","Rs 15,000, "
1838,DR. GANPAT,Rajsamand,IND,0,Doctorate,"Rs 80,30,029","Rs 1,44,383, "
1839,Dr. Goju Paul,Bilaspur,RPI,0,Graduate,"Rs 16,95,000","Rs 10,00,000, "
1840,DR. HARI SINGH AZAD,Meerut,Akhil Bharatiya Loktantra Party,0,5th Pass,"Rs 55,600","Rs 0, "
1841,DR. HEMANTKUMAR RAMBHAU MAHURE,Amravati,BBM,0,Doctorate,"Rs 3,26,000","Rs 0, "
1842,DR. JAVED AKHTHAR,Azamgarh,IND,0,Post Graduate,"Rs 74,98,093","Rs 8,89,547, "
1843,Dr. Jayalakshmi.H.G,Bangalore South,IND,0,Post Graduate,"Rs 1,48,315","Rs 0, "
1844,DR. JAYANTA RONGPI,Autonomous District,CPI(ML)(L),0,Post Graduate,"Rs 33,06,831","Rs 0, "
1845,Dr. K. P.Paluskar,Gulbarga,PRCP,0,Post Graduate,"Rs 5,50,000","Rs 0, "
1846,Dr. K.PADMARAJAN,Bangalore Rural,IND,0,Post Graduate,"Rs 5,00,000","Rs 0, "
1847,DR. KALE KALYAN VAIJINATHRAO,Jalna,INC,,Others,"Rs 2,21,55,412","Rs 38,12,687, "
1848,DR. KASHIRAM MAHADU DHONDAGHA,Palghar,IND,0,Graduate Professional,"Rs 2,75,000","Rs 0, "
1849,Dr. Khaleel Basha,Kadapa,PRAP,0,Graduate Professional,"Rs 19,90,356","Rs 3,10,743, "
1850,DR. KRISHNADHAR SINGH,Pataliputra,BJKD,0,Doctorate,"Rs 39,64,000","Rs 0, "
1851,DR. LAXMINARAYAN PANDEY,Mandsour,BJP,0,Post Graduate,"Rs 41,01,337","Rs 0, "
1852,DR. LEO REBELLO,Mumbai North,BBM,0,Doctorate,"Rs 78,11,750","Rs 0, "
1853,DR. MAHADEEPAK SINGH SHAKYA,Etah,INC,0,Post Graduate,"Rs 92,13,000","Rs 0, "
1854,DR. MAHADEO ABAJI POL,Madha,IND,0,Graduate Professional,"Rs 1,23,20,400","Rs 20,94,731, "
1855,DR. MAHENDRA NATH PANDEY,Bhadohi,BJP,0,Doctorate,"Rs 79,82,422","Rs 0, "
1856,Dr. Manda Jagannath,Nagarkurnool,INC,0,Post Graduate,"Rs 2,81,26,000","Rs 31,23,000, "
1857,DR. MILAN MUKHERJEE,Phulpur,IND,0,Not Given,Nil,"Rs 0, "
1858,DR. MILIND BHARTI,North West Delhi,NELU,0,Graduate Professional,"Rs 7,42,653","Rs 2,012, "
1859,DR. MOHD. SALMAN RASHIDI,Allahabad,IND,0,Literate,"Rs 4,98,789","Rs 64,000, "
1860,DR. MONAZIR HASSAN,Begusarai,JD(U),0,Doctorate,"Rs 35,83,898","Rs 16,82,852, "
1861,DR. MUKESH MEHROTRA,Jabalpur,IND,0,Post Graduate,"Rs 1,30,61,000","Rs 1,75,960, "
