SerialNo,Candidate,Constituency,Party,CriminalCases,Education,Assest,Liabilities 
1658,KUNWAR AYYUB ALI,Hapur,BSP,0,Post Graduate,"Rs 53,26,000","Rs 11,80,000, "
1659,KUNWAR JITIN PRASAD,Shahjahanpur,INC,0,Post Graduate,"Rs 1,71,13,691","Rs 6,52,823, "
1660,KUNWAR RATANJEET PRATAP NARAYAN SINGH,Padrauna,INC,0,Graduate,"Rs 1,22,57,198","Rs 59,737, "
1661,KUNWAR REWATI RAMAN SINGH URF MANI JI,Allahabad,SP,,Graduate Professional,"Rs 2,28,37,000","Rs 10,50,000, "
1662,KUNWAR SARVRAJ SINGH,Aonla,JD(U),,Graduate Professional,"Rs 1,42,81,673","Rs 0, "
1663,KUPPUSAMI. C,Madras North,DMK,,12th Pass,"Rs 95,37,668","Rs 1,56,696, "
1664,KURIAN,Alleppey,JD(U),0,Not Given,"Rs 9,04,453","Rs 8,600, "
1665,KURVE SIDDARTHA ASARAM,Nagpur,IND,0,Post Graduate,Nil,"Rs 0, "
1666,Kusha Ram,Calcutta South,BSP,0,Not Given,"Rs 5,11,200","Rs 0, "
1667,KUSHMA DEVI,Etawah,IJP,0,8th Pass,"Rs 14,24,000","Rs 0, "
1668,L. K. ADVANI,Gandhinagar,BJP,0,Graduate Professional,"Rs 1,30,42,443","Rs 5,54,000, "
1669,LAHU HANUMANTRAO SHEWALE,Aurangabad,LRP,0,10th Pass,"Rs 8,62,250","Rs 0, "
1670,LAJPAT RAI,Karol Bagh,IND,0,Graduate,"Rs 7,000","Rs 0, "
1671,LAKHAN,Hamirpur,IND,0,Not Given,"Rs 70,000","Rs 0, "
1672,LAKKHEERAM,Bayana,IND,0,10th Pass,"Rs 66,540","Rs 0, "
1673,LAKSHMAN SAHANI,Khagaria,BSP,0,10th Pass,"Rs 14,97,817","Rs 0, "
1674,LAKSHMAN SINGH,Rajgarh,BJP,0,Graduate,"Rs 4,90,14,404","Rs 21,893, "
1675,LAKU OBULESU,Nandyal,IND,0,Not Given,"Rs 2,27,000","Rs 2,00,000, "
1676,LAL BAHADUR SADA,Rosera,CPI(ML)(L),,10th Pass,Nil,"Rs 0, "
1677,LAL BIHARI TIWARI,East Delhi,BJP,0,10th Pass,"Rs 45,21,185","Rs 0, "
1678,LAL CHAND JALAN,Kishanganj,IND,0,10th Pass,"Rs 11,74,124","Rs 46,200, "
1679,LAL DAS (BHANTE ANAND),Jalaun,IJP,0,Literate,"Rs 60,000","Rs 0, "
1680,LAL MANI PRASAD,Basti,BSP,0,Graduate,"Rs 10,71,480","Rs 0, "
1681,LAL SINGH TOMAR,Bilhaur,SP,,Post Graduate,"Rs 1,24,68,451","Rs 0, "
1682,LALAN RAM,Hajipur,IND,,10th Pass,"Rs 13,300","Rs 50,000, "
1683,LALCHANDRA,Robertsganj,BSP,0,Literate,"Rs 88,030","Rs 1,65,515, "
1684,LALDEV MANJHI,Gaya,IND,0,Others,Nil,"Rs 0, "
1685,Lalit Barman,Darjeeling,IND,0,Graduate,"Rs 6,85,544","Rs 3,75,095, "
1686,Lalit Kumar Jaiswal,Midnapore,SHS,,Post Graduate,"Rs 60,000","Rs 1,28,000, "
1687,LALIT MOHAN GANDHI,Bolangir,IND,0,Literate,Nil,"Rs 0, "
1688,LALIT MOHAN SINGH,Purnea,IND,0,Graduate,"Rs 1,02,80,883","Rs 5,79,000, "
1689,LALIT MOHAN SUKLABAIDYA,Karimganj,INC,0,Post Graduate,"Rs 41,97,600","Rs 2,40,000, "
1690,LALLU PRASAD,Hamirpur,IND,,10th Pass,"Rs 26,750","Rs 6,500, "
1691,LALLU SINGH,Faizabad,BJP,,Post Graduate,"Rs 24,57,830","Rs 9,08,066, "
1692,LALMUNI CHAUBEY,Buxar,BJP,0,12th Pass,"Rs 84,31,336","Rs 0, "
1693,LALSA DEVI,Buxar,IND,0,Not Given,"Rs 1,24,000","Rs 1,00,000, "
1694,LALTA PRASAD YADAV,Phulpur,RPD,0,Post Graduate,"Rs 10,29,000","Rs 0, "
1695,LALU PASWAN,Araria,IND,0,10th Pass,"Rs 11,00,000","Rs 2,00,000, "
1696,LALU PRASAD,Chapra,RJD,,Graduate Professional,"Rs 87,68,342","Rs 2,20,41,400, "
1697,LALU PRASAD,Madhepura,RJD,,Graduate Professional,"Rs 87,68,340","Rs 2,20,41,400, "
1698,LANDGE SANTOSH GOVIND,Thane,PRCP,0,10th Pass,Nil,"Rs 0, "
1699,LANKESHWAR KALYAN BHAGWAN,Pandharpur,IND,0,Graduate,"Rs 8,70,000","Rs 8,00,000, "
1700,LATA BHIKA BARDE,Nashik,IND,0,Literate,"Rs 2,30,000","Rs 0, "
1701,Lawrence Hansda,Malda,BSP,0,12th Pass,"Rs 25,133","Rs 0, "
1702,LAXMAN GILUWA,Singhbhum,BJP,,Graduate,"Rs 15,53,589","Rs 0, "
1703,LAXMAN PASWAN,Hajipur,AD,0,10th Pass,"Rs 40,000","Rs 0, "
1704,LAXMANRAO PANDURANG JADHAV (PATIL),Satara,NCP,0,10th Pass,"Rs 99,25,739","Rs 50,403, "
1705,LAXMANRAO TAYADE,Akola,INC,0,Post Graduate,"Rs 5,00,000","Rs 1,35,000, "
1706,LAXMINATH BHARTI,Bastar,BSP,0,12th Pass,"Rs 1,66,000","Rs 0, "
1707,Leba Chand Tudu,Jhargram,IND,0,Not Given,"Rs 28,000","Rs 36, "
1708,LEISHANGTHEM CHANDRAMANI,Inner Manipur,FPM,0,Doctorate,"Rs 17,56,645","Rs 0, "
1709,LISTI RABHA,Dhubri,IND,0,Post Graduate,"Rs 3,30,408","Rs 0, "
1710,LOCHAN SINGH,Jammu,IND,0,Literate,"Rs 24,59,461","Rs 0, "
1711,LOK BAHADUR GOND,Phulpur,GGP,0,Graduate,"Rs 3,20,000","Rs 20,000, "
1712,Lok Nath Saraff,Calcutta North West,IND,0,Not Given,Nil,"Rs 0, "
1713,LOKENDRA SINGH,Faridabad,SHS,0,Literate,"Rs 3,37,236","Rs 76,537, "
1714,LONAPPAN NAMBADAN,Mukundapuram,CPM,0,Others,"Rs 19,30,115","Rs 0, "
1715,LOUISE KHURSHID,Farrukhabad,INC,0,Post Graduate,"Rs 74,88,250","Rs 0, "
1716,LT. COLONEL ( RETIRED) SHIVNATH SINGH,Bhind,IND,0,12th Pass,"Rs 36,05,525","Rs 6,40,920, "
1717,"LT. GENERAL ( RETD.) TEJ PAL SINGH RAWAT  (PVSM,VSM)",Garhwal,INC,0,Post Graduate,Nil,"Rs 0, "
1718,LUKENDRA ROY,Karimganj,IND,0,Not Given,"Rs 75,000","Rs 0, "
1719,M B THANKAPPAN,Chirayinkil,IND,0,Not Given,"Rs 61,308","Rs 0, "
1720,M GOPINATH,Chikkodi,BSP,0,Post Graduate,"Rs 44,335","Rs 30,000, "
1721,M I SHANAVAS,Chirayinkil,INC,0,Post Graduate,"Rs 1,07,51,553","Rs 86,50,578, "
1722,M MURALI KUMAR,Chirayinkil,IND,0,10th Pass,"Rs 6,00,000","Rs 0, "
1723,M P SHANTHIVARMA JAIN,Calicut,IND,0,Not Given,"Rs 2,97,000","Rs 0, "
1724,M RAMACHANDRAN,Cannanore,IND,0,Not Given,"Rs 2,68,000","Rs 7,000, "
1725,M T PADMA,Badagara,INC,,Post Graduate,"Rs 38,32,806","Rs 0, "
1726,M T RAMESH,Calicut,BJP,0,Graduate,"Rs 8,750","Rs 0, "
1727,M VEERAPPA MOILY,Mangalore,INC,0,Graduate,"Rs 54,71,257","Rs 2,93,332, "
1728,M. ANJAN KUMAR YADAV,Secunderabad,INC,0,12th Pass,"Rs 42,50,700","Rs 8,10,500, "
1729,M. P. VEERENDRA KUMAR,Calicut,JD(S),0,Post Graduate,"Rs 4,76,21,096","Rs 46,54,480, "
1730,M. SHIVANNA,Chamarajanagar,JD(S),,Graduate,"Rs 9,42,100","Rs 10,000, "
1731,M.D. PAUL VEDANTH,Secunderabad,BSP,0,Graduate,Nil,"Rs 0, "
1732,M.S CHANDEL,Etawah,LP(S),0,Post Graduate,"Rs 37,14,823","Rs 0, "
1733,MAAN SINGH MANHERA,Ropar,BSP,0,Others,"Rs 21,20,000","Rs 0, "
1734,MADAN KUSHWAH,Gwalior,BSP,0,Not Given,"Rs 13,83,403","Rs 0, "
1735,MADAN LAL SHARMA,Jammu,INC,0,10th Pass,"Rs 62,17,000","Rs 1,49,750, "
1736,MADAN MOHAN SHUKLA,Bilhaur,INC,0,Graduate Professional,"Rs 35,64,446","Rs 0, "
1737,MADAN PRASAD JAISWAL,Bettiah,BJP,,Post Graduate,"Rs 1,05,01,000","Rs 0, "
1738,MADAN RAM,Sasaram,BSP,0,10th Pass,"Rs 1,58,195","Rs 3,72,000, "
1739,MADAPPA R,Davangere,IND,0,Literate,"Rs 70,000","Rs 0, "
1740,MADDELA BRAHMANAIDU,Nellore,IND,0,Not Given,"Rs 22,000","Rs 0, "
1741,MADDELA ODELU,Peddapalli,IND,0,Not Given,"Rs 4,78,000","Rs 60,000, "
1742,MADDI LAKSHMAIAH,Narasaraopet,TDP,0,Others,"Rs 16,90,62,689","Rs 1,57,955, "
1743,MADHAB RAJBANGSHI,Mangaldoi,INC,,Post Graduate,"Rs 17,36,457","Rs 5,29,000, "
1744,MADHAV SINGH DIWAN,Pali,IND,0,Graduate Professional,"Rs 44,59,039","Rs 0, "
1745,MADHAVI SARKAR,Purnea,CPI(ML)(L),,Graduate,"Rs 12,00,000","Rs 9,76,536, "
1746,Madhavrao Haribhau Baorde,Aurangabad,BSP,0,Graduate,"Rs 18,50,000","Rs 8,00,000, "
1747,MADHU GOUD YASKHI,Nizamabad,INC,0,Post Graduate,"Rs 14,27,18,537","Rs 3,25,60,000, "
1748,MADHU GUPTA,Lucknow,SP,,Doctorate,"Rs 84,26,131","Rs 3,50,468, "
1749,MADHULATA DEVI,Khagaria,AD,0,12th Pass,"Rs 2,55,500","Rs 0, "
1750,Madhumanti Sengupta,Midnapore,NCP,0,Others,"Rs 1,16,92,000","Rs 2,00,000, "
1751,MADHUSUDAN MISHRA JI,Raipur,ABHM,0,Graduate,"Rs 11,37,595","Rs 1,147, "
1752,MADHUSUDAN MISTRY,Sabarkantha,INC,0,Post Graduate,"Rs 18,26,173","Rs 1,25,000, "
1753,MADHUSUDHAN REDDY THAKKALA,Adilabad,TRS,0,Graduate Professional,"Rs 75,50,000","Rs 1,20,000, "
1754,MAHADIK DHANANJAY BHIMRAO,Kolhapur,SHS,0,Graduate,"Rs 7,76,51,000","Rs 1,80,95,000, "
1755,MAHALE HARIBHAU SHANKAR,Malegaon,JD(S),0,Literate,"Rs 96,61,883","Rs 10,27,274, "
1756,MAHAMEGHA BAHAN AIRA KHARBELA SWAIN,Balasore,BJP,0,Post Graduate,"Rs 10,10,000","Rs 0, "
1757,MAHANAND PRASAD,Jahanabad,CPI(ML)(L),,12th Pass,"Rs 1,91,600","Rs 0, "
1758,MAHANT CHANDNATH,Alwar,BJP,,Graduate,Nil,"Rs 0, "
1759,MAHANT SHRIRAMSWRUP DAS MAHARAJ AYODHYAWALE,Mumbai North,ABHM,0,Literate,"Rs 50,000","Rs 0, "
1760,MAHARAJ KUMAR ADVOCATE,New Delhi,DBP,0,Post Graduate,"Rs 2,38,500","Rs 0, "
1761,MAHAVEER BHAGORA,Salumber,BJP,,Post Graduate,"Rs 30,26,777","Rs 0, "
1762,MAHAVEER PRASAD,Bansgaon,INC,0,Post Graduate,"Rs 89,44,794","Rs 0, "
1763,MAHAVIR PARSHAD,Sirsa,BJP,,Post Graduate,"Rs 2,03,48,798","Rs 13,38,735, "
1764,MAHAVIR SINGH,Pilibhit,ABRS,0,Post Graduate,"Rs 12,07,908","Rs 0, "
1765,MAHBOOB ALAM,Balia,KVSP,0,Literate,"Rs 1,48,500","Rs 0, "
1766,MAHBOOB ALAM ANSARI,Banka,IND,0,Graduate,"Rs 14,00,000","Rs 0, "
1767,MAHBOOB HUSAIN ANSARI,Budaun,INC,0,Literate,"Rs 1,70,075","Rs 21,847, "
1768,Mahboob Zahedi,Katwa,CPM,0,10th Pass,"Rs 27,05,606","Rs 3,32,383, "
1769,MAHENDER KUMAR,Bijnor,MC,0,12th Pass,"Rs 8,51,140","Rs 0, "
1770,MAHENDER SINGH,Bhiwani,SP,0,Post Graduate,"Rs 9,25,000","Rs 90,000, "
1771,MAHENDRA BAITHA,Bagaha,SAP,0,Graduate,"Rs 44,00,000","Rs 4,90,367, "
1772,MAHENDRA KARMA,Bastar,INC,0,Graduate,"Rs 40,46,770","Rs 21,534, "
1773,MAHENDRA PASWAN,Nawada,JP,0,Not Given,Nil,"Rs 0, "
1774,MAHENDRA PRASAD NISHAD,Fatehpur,BSP,0,Graduate,"Rs 10,82,468","Rs 56,554, "
1775,MAHENDRA SINGH,Bayana,INC,0,Post Graduate,"Rs 1,76,95,072","Rs 4,87,773, "
1776,MAHENDRA SINGH,Bulandshahr,LP(S),0,Graduate Professional,"Rs 4,25,000","Rs 0, "
1777,MAHENDRA SINGH,Pilibhit,IND,0,5th Pass,"Rs 1,20,000","Rs 0, "
1778,MAHESH GAJANAN KULKARNI,Mumbai South,ABHM,0,Post Graduate,"Rs 68,903","Rs 0, "
1779,MAHESH MADHUKAR SAWANT-PATEL,Mumbai North East,ABHM,0,10th Pass,"Rs 2,89,000","Rs 0, "
1780,MAHESH MANAV,Etawah,IND,0,Post Graduate,"Rs 2,04,000","Rs 0, "
1781,MAHESH NEGI,Garhwal,SP,0,Graduate Professional,"Rs 10,43,000","Rs 0, "
1782,MAHESH SAXENA,Shahjahanpur,IND,,8th Pass,"Rs 17,29,648","Rs 0, "
1783,MAHESHWAR,Ballia,IND,0,10th Pass,"Rs 5,50,000","Rs 0, "
1784,MAHESHWAR PRASAD YADAV,Muzaffarpur,SP,0,10th Pass,"Rs 11,93,937","Rs 3,33,644, "
1785,MAHESHWAR SINGH,Mandi,BJP,0,12th Pass,"Rs 2,10,41,817","Rs 0, "
1786,MAHESWAR MAJHI,Keonjhar,IND,0,Graduate,"Rs 5,11,500","Rs 0, "
1787,MAHINDER SINGH,Karnal,CPI(ML)(L),0,Not Given,Nil,"Rs 0, "
1788,MAHINDER SINGH RANA,Karnal,IND,0,Literate,"Rs 1,10,000","Rs 0, "
1789,MAHINDERJIT SINGH,Ferozepur,IND,0,10th Pass,"Rs 55,41,500","Rs 1,98,190, "
1790,MAHMAD IQBAL QURESHI,Katihar,IND,0,12th Pass,Nil,"Rs 0, "
1791,MAHMOOD MADNI,Amroha,RLD,0,Graduate,"Rs 85,54,708","Rs 12,509, "
1792,Mahua Roy,Calcutta North East,IND,0,12th Pass,"Rs 23,000","Rs 0, "
1793,Mainuddin Chisty,Diamond Harbour,IND,0,Post Graduate,"Rs 2,64,000","Rs 3,965, "
1794,MAJ. GEN. ( RETD) BHUWAN CHANDRA KHANDURI (AVSM),Garhwal,BJP,0,Graduate Professional,"Rs 72,42,679","Rs 0, "
1795,Majedur Rahaman,Malda,IND,0,5th Pass,"Rs 6,72,200","Rs 0, "
1796,MAJEEDULLAH KHAN @ FARHAT KHAN,Hyderabad,MBT,0,12th Pass,"Rs 7,00,000","Rs 0, "
1797,Mala Banerjee,Diamond Harbour,JUM,0,Graduate,"Rs 12,43,64,600","Rs 0, "
1798,MALA GUNAM PALLE GOKARI,Nandyal,IND,0,Not Given,"Rs 90,000","Rs 0, "
1799,MALAKONDAIAH.Y,Nellore,SP,0,Post Graduate,"Rs 62,000","Rs 0, "
1800,Malayendra Kisor Chaudhuri,Balasore,BMVP,0,Doctorate,"Rs 25,23,012","Rs 0, "
1801,MALLIKARJUN S S,Davangere,INC,0,Graduate,"Rs 21,06,93,494","Rs 1,90,43,113, "
1802,MALLIKARJUNA SWAMY T M,Davangere,IND,0,Graduate,Nil,"Rs 0, "
1803,MALOOK NAGAR,Meerut,RLD,0,Graduate,"Rs 76,24,37,000","Rs 20,000, "
1804,Mamata Banerjee,Calcutta South,AITC,0,Post Graduate,"Rs 3,75,489","Rs 0, "
1805,MAMIDALA ELIA,Warangal,BSP,0,Post Graduate,"Rs 31,50,000","Rs 0, "
1806,MAMIDI SOMUNAIDU,Visakhapatnam,RJD,0,Not Given,Nil,"Rs 0, "
1807,MAMIDIPALLI GANGARAJAM,Karimnagar,IND,0,12th Pass,"Rs 72,000","Rs 0, "
1808,MAN MOHAN SHAH BATTI,Chhindwara,GGP,,Post Graduate,"Rs 4,43,695","Rs 4,27,000, "
1809,MAN SINGH ASHOK,Bijnor,IND,0,Illiterate,"Rs 3,77,500","Rs 0, "
1810,Manab Bera,Tamluk,IND,0,12th Pass,"Rs 7,87,191","Rs 360, "
1811,MANABENDRA SHAH,Tehri Garhwal,BJP,0,12th Pass,"Rs 34,75,63,683","Rs 0, "
1812,MANDALI SUBRAHMANYAM,Tenali,IND,0,Post Graduate,"Rs 15,60,000","Rs 0, "
1813,MANDLESHWAR SINGH,Bharatpur,BSP,0,12th Pass,"Rs 2,27,30,470","Rs 11,12,071, "
1814,MANDLIK SADASHIVRAO DADOBA,Kolhapur,NCP,,Graduate,"Rs 88,42,586","Rs 9,86,985, "
1815,MANE GAJANAN PANDURANG,Latur,IND,0,Not Given,Nil,"Rs 0, "
1816,MANE NIVEDITA SAMBHAJIRAO,Ichalkaranji,NCP,0,Graduate,"Rs 79,13,845","Rs 3,87,564, "
1817,MANE SUNITA ARVIND,Ichalkaranji,IND,0,Literate,"Rs 77,900","Rs 25,000, "
1818,MANEKA GANDHI,Pilibhit,BJP,0,12th Pass,"Rs 6,67,63,700","Rs 0, "
1819,MANGAL SINGH,Bhiwani,IND,0,10th Pass,"Rs 19,45,000","Rs 2,07,000, "
1820,MANGALAPURI VENKATESWARLU,Nellore,BRPP,0,Graduate,"Rs 67,500","Rs 39,646, "
1821,MANGAT RAI BANSAL,Sangrur,BSP,,8th Pass,"Rs 67,37,480","Rs 0, "
1822,MANGE RAM,Bhiwani,IND,0,Doctorate,"Rs 18,63,000","Rs 2,09,577, "
1823,MANGILAL MANDLOI,Khargone,IND,0,5th Pass,"Rs 69,300","Rs 0, "
1824,MANHARAN SINGH CHHEDAIHA,Durg,IND,0,10th Pass,"Rs 10,000","Rs 5,000, "
1825,MANI CHARENAMEI,Outer Manipur,IND,0,Graduate,"Rs 2,05,000","Rs 0, "
1826,MANI SHANKAR AIYAR,Mayiladuturai,INC,0,Post Graduate,"Rs 1,93,91,699","Rs 3,80,411, "
1827,MANIAN. O S,Mayiladuturai,ADMK,0,10th Pass,"Rs 26,80,081","Rs 1,50,597, "
1828,"MANIEZHILAN, PULAVAR. A",Arakkonam,BBP,0,Others,"Rs 5,000","Rs 0, "
1829,Manik Lal Bauri,Asansol,BSP,0,10th Pass,"Rs 3,07,000","Rs 0, "
1830,MANJEET SINGH,Hapur,IND,0,Not Given,"Rs 1,93,500","Rs 0, "
1831,MANJIT,East Delhi,IND,0,Graduate,"Rs 1,57,000","Rs 0, "
1832,MANJU,Shahabad,IND,0,Not Given,Nil,"Rs 0, "
1833,MANKUMARE VASANT DNYANDEV,Karad,SHS,,Literate,"Rs 78,01,718","Rs 8,53,606, "
1834,MANMOHAN SINGH THAKUR (GIRDHARI PANDEY),Raipur,IND,0,10th Pass,"Rs 2,20,000","Rs 0, "
1835,MANNI LAL,Allahabad,IND,0,10th Pass,Nil,"Rs 0, "
1836,MANOHAR ANANDRAO PATIL,Latur,IND,0,Not Given,"Rs 6,30,145","Rs 0, "
1837,MANOHAR GAJANAN JOSHI,Mumbai North Central,SHS,0,Graduate Professional,"Rs 3,15,22,555","Rs 0, "
1838,MANOHAR LAL,Kanpur,IND,0,8th Pass,"Rs 50,000","Rs 0, "
1839,MANOHAR LAL,Pilibhit,EKD(UP),,8th Pass,"Rs 25,500","Rs 0, "
1840,Manoj,Ghazipur,BJP,0,Graduate,"Rs 50,70,000","Rs 4,60,000, "
1841,MANOJ,Sambhal,IND,0,Graduate,"Rs 22,52,000","Rs 0, "
1842,MANOJ GOTHIYA,Mandla,SP,0,5th Pass,"Rs 1,00,175","Rs 12,000, "
1843,MANOJ KUMAR,Gaya,SP,0,Graduate Professional,"Rs 4,25,000","Rs 0, "
1844,MANOJ KUMAR,Patna,IND,0,8th Pass,"Rs 20,000","Rs 0, "
1845,MANOJ KUMAR,Palamau,RJD,0,Graduate,"Rs 18,25,000","Rs 1,25,000, "
1846,MANOJ KUMAR MAHTO,Begusarai,BSP,0,Graduate,"Rs 2,30,000","Rs 0, "
1847,MANOJ KUMAR SINGH,Patna,BSP,0,Graduate Professional,"Rs 9,50,000","Rs 0, "
1848,MANOJ SINGH,Bhind,IND,0,Graduate,"Rs 1,50,000","Rs 0, "
1849,Manoj Tigga,Alipurduars,BJP,0,Graduate,"Rs 5,578","Rs 62,361, "
1850,Manomohan Ray,Balurghat,BJP,0,10th Pass,"Rs 26,69,543","Rs 0, "
1851,MANORAMA MADHWARAJ,Udupi,BJP,0,Graduate,"Rs 1,37,51,985","Rs 27,00,000, "
1852,MANORANJAN BHAKTA,Andaman & Nicobar Islands,INC,0,Post Graduate,"Rs 59,26,740","Rs 2,72,061, "
1853,MANORANJAN DAS,Silchar,IND,0,8th Pass,"Rs 2,19,000","Rs 0, "
1854,MANORANJAN KUMAR SRIVASTAVA,Chapra,IND,0,Not Given,Rs 589,"Rs 2,00,000, "
1855,MANORANJAN TALUKDAR,Barpeta,CPM,0,Graduate,"Rs 3,11,061","Rs 0, "
1856,MANSOOR ALI KHAN,Saharanpur,BSP,0,Graduate Professional,"Rs 2,51,88,764","Rs 6,24,034, "
1857,Mantu Das,Howrah,IND,0,Graduate,"Rs 12,011","Rs 0, "
1858,MANVENDRA SINGH,Barmer,BJP,0,Post Graduate,"Rs 46,56,839","Rs 73,531, "
1859,MANVENDRA SINGH,Mathura,INC,0,12th Pass,"Rs 1,53,87,530","Rs 2,81,228, "
1860,MARLAPATI  VEMAIAH,Nellore,BSP,0,Graduate,Nil,"Rs 0, "
1861,MARRY NEHEMIAH,Miryalguda,IND,0,Graduate,"Rs 80,000","Rs 0, "
1862,Masang Hemram,Jhargram,IND,0,8th Pass,Nil,"Rs 0, "
1863,MAST RAM,Mohanlalganj,BJP,0,Graduate,"Rs 20,28,896","Rs 0, "
1864,MATA PRASAD,Saidpur,INC,0,12th Pass,"Rs 23,73,396","Rs 0, "
1865,Matilal Mandal,Hooghly,BSP,0,Graduate,"Rs 7,87,000","Rs 0, "
1866,MATLUB,Amroha,RSBP,,Not Given,"Rs 3,32,093","Rs 0, "
1867,MATWANG CHIMYANG,Arunachal East,IND,0,10th Pass,"Rs 17,60,000","Rs 0, "
1868,MAYAWATI,Akbarpur,BSP,,Graduate Professional,"Rs 11,35,44,000","Rs 0, "
1869,MD JAMIL ANSARI,Bikramganj,IND,0,Not Given,"Rs 6,50,000","Rs 0, "
1870,MD ZAHID,Delhi Sadar,IND,0,10th Pass,"Rs 27,76,000","Rs 0, "
1871,MD. ALI ASHRAF FATMI,Darbhanga,RJD,0,Post Graduate,"Rs 20,71,240","Rs 5,45,183, "
1872,MD. KAMALUDDIN,Madhepura,JHP,0,Others,"Rs 6,15,000","Rs 0, "
1873,Md. Quamruzzaman,Basirhat,SP,0,Others,"Rs 2,40,000","Rs 0, "
1874,MD. RIAUZUDDIN,Purnea,IND,0,5th Pass,"Rs 3,02,550","Rs 0, "
1875,MD. SAFI ALAM,Darbhanga,IND,0,10th Pass,"Rs 50,000","Rs 0, "
1876,Md. Salim,Calcutta North East,CPM,0,Post Graduate,"Rs 31,09,485","Rs 0, "
1877,MD. SHAHABUDDIN,Patna,SP,0,Graduate,"Rs 5,86,739","Rs 0, "
1878,MD. ULFATHALI,Medak,IND,0,Not Given,"Rs 2,00,000","Rs 0, "
1879,MEER LAYAQ HUSSAIN,Bangalore North,IND,0,Not Given,Nil,"Rs 0, "
1880,MEERA UIKEY,Betul,GGP,0,10th Pass,"Rs 3,000","Rs 0, "
1881,MEGHA MURALI,Secunderabad,PPOI,0,Not Given,Nil,"Rs 0, "
1882,MEGHANADA SABAR,Koraput,CPI(ML)(L),0,12th Pass,Nil,"Rs 0, "
1883,Meghnath Halder,Joynagar,BSP,0,Post Graduate,"Rs 11,78,520","Rs 5,14,245, "
1884,MEGHRAJ TAWAR,Salumber,CPI,0,12th Pass,"Rs 7,04,000","Rs 5,16,000, "
1885,MEHBOOBA,Srinagar,IND,0,Others,"Rs 40,000","Rs 0, "
1886,MEHBOOBA MUFTI,Anantnag,JKPDP,0,Graduate Professional,"Rs 4,50,000","Rs 0, "
1887,MEIRA KUMAR,Sasaram,INC,0,Post Graduate,"Rs 2,89,56,730","Rs 36,00,000, "
1888,MEKAPATI RAJAMOHAN REDDY,Narasaraopet,INC,0,Graduate Professional,"Rs 6,39,61,169","Rs 0, "
1889,MEVALAL VISHWAKARMA,Chandauli,IND,0,Post Graduate,"Rs 11,000","Rs 0, "
1890,MEWALAL RAJWANSHI,Nawada,CPI(ML)(L),,Others,"Rs 20,000","Rs 0, "
1891,MIDIYAM BABU RAO,Bhadrachalam,CPM,0,Graduate Professional,"Rs 5,42,000","Rs 1,30,000, "
1892,Mihir Kumar Naskar,Mathurapur,IND,0,Graduate,"Rs 17,700","Rs 0, "
1893,Mihir Kumar Rajwar,Purulia,BSP,0,Not Given,"Rs 1,36,000","Rs 0, "
1894,MILAN,Ballia,IND,0,Doctorate,"Rs 3,95,000","Rs 0, "
1895,Minati Ghosh,Raiganj,CPM,0,Post Graduate,"Rs 6,19,420","Rs 0, "
1896,Minati Sen,Jalpaiguri,CPM,0,Graduate Professional,"Rs 17,11,703","Rs 47,377, "
1897,MINHAR ALI MANDAL,Dhubri,IND,0,Post Graduate,"Rs 6,56,500","Rs 42,844, "
1898,MIR KHURSHEED ABBASI,Baramulla,IND,0,Post Graduate,"Rs 3,00,000","Rs 0, "
1899,MIRZA ABDUL BAIG AMIR BAIG,Beed,IND,0,Literate,"Rs 1,76,558","Rs 0, "
1900,MISHRI DAS,Madhubani,BSP,0,Post Graduate,"Rs 42,700","Rs 15,000, "
1901,MITHAN YADAV,Banka,IND,0,12th Pass,"Rs 28,368","Rs 4,00,000, "
1902,MITHILESH KUMAR YADAV,Darbhanga,SP,0,Not Given,"Rs 6,25,000","Rs 0, "
1903,MITHILESH YADAV,Barh,CPI(ML)(L),0,12th Pass,Nil,"Rs 0, "
1904,MITRASEN,Faizabad,BSP,,12th Pass,"Rs 53,80,516","Rs 3,18,855, "
1905,MK KEMPASIDDAIAH,Chamarajanagar,JP,0,Post Graduate,"Rs 94,72,000","Rs 0, "
1906,MOCHI RAM GOND,Rajnandgaon,BSP,0,5th Pass,"Rs 18,60,000","Rs 25,000, "
1907,MOHAMAD IBRAHIM,Bangalore North,IND,0,10th Pass,"Rs 45,95,568","Rs 1,28,000, "
1908,MOHAMAD YUSUF TARIGAMI,Anantnag,CPM,0,12th Pass,"Rs 55,16,268","Rs 0, "
1909,Mohammad Abdur Rahaman,Jangipur,SP,0,Others,"Rs 5,40,000","Rs 6,000, "
1910,MOHAMMAD ANWARUL HAQ,Sheohar,BJP,,Others,"Rs 10,27,241","Rs 4,33,400, "
1911,MOHAMMAD ARSHAD KHAN,Khalilabad,National Loktantrik Party,0,Graduate,"Rs 1,10,211","Rs 1,00,000, "
1912,MOHAMMAD IBRAHIM,Chandigarh,AD,0,10th Pass,"Rs 1,08,100","Rs 0, "
1913,MOHAMMAD SAGIR,Sitamarhi,IND,0,Not Given,Nil,"Rs 0, "
1914,MOHAMMAD SHAHABUDDIN,Siwan,RJD,,Doctorate,"Rs 34,47,000","Rs 4,28,930, "
1915,Mohammad Zakaria,Katwa,IND,0,Graduate,Nil,"Rs 0, "
