SerialNo,Candidate,Constituency,Party,CriminalCases,Education,Assest,Liabilities 
1094,GAURI SHANKAR CHATURBHUJ BISEN,Balaghat,BJP,0,Post Graduate,"Rs 96,67,350","Rs 14,91,190, "
1095,GAURI SHANKER TRIPATHI,Salempur,JP,0,Graduate,"Rs 28,27,500","Rs 0, "
1096,GAUTAM RAMCHNADRA JANBANDHU,Chimur,PRCP,0,Not Given,"Rs 40,000","Rs 0, "
1097,Gautam Saha,Howrah,IND,0,12th Pass,"Rs 88,034","Rs 0, "
1098,GAUTAM SOMAJI MORE,Erandol,BSP,0,Graduate,"Rs 15,500","Rs 2,50,000, "
1099,GAVIT JIVA PANDU,Malegaon,CPM,,12th Pass,"Rs 30,78,324","Rs 0, "
1100,GAVIT RAMDAS RUPLA,Dhule,BJP,0,Post Graduate,"Rs 13,84,335","Rs 0, "
1101,GAVIT SOBAJI DEVALYA,Nandurbar,LRP,0,Post Graduate,"Rs 2,50,000","Rs 0, "
1102,GAVLI SITARAM,Dadra & Nagar Haveli,INC,0,Graduate,"Rs 92,46,142","Rs 1,91,667, "
1103,GAWAI RAVINDRA TULSHIRAM,Jalgaon,BSP,0,Graduate,Nil,"Rs 0, "
1104,GAWALI (PATIL) KU.  BHAVANA PUNDLIKRAO,Washim,SHS,,Graduate,"Rs 1,88,08,750","Rs 7,48,904, "
1105,GAYOOR,Kairana,RPI,0,Illiterate,"Rs 1,28,310","Rs 0, "
1106,GAZI AMANULLA MUBIN KHAN,Malegaon,BSP,0,Literate,Nil,"Rs 0, "
1107,GAZI ATEJAAD AH. KHAN MUBIN AHMED KHAN,Malegaon,National Loktantrik Party,0,5th Pass,Nil,"Rs 0, "
1108,GEETA,Amritsar,BGTD,0,Post Graduate,Nil,"Rs 0, "
1109,GEETA,Rohtak,BSP,0,Doctorate,"Rs 9,12,640","Rs 2,00,000, "
1110,Geeta Tomar . (advocate),Hapur,BKD,0,Graduate Professional,"Rs 19,83,362","Rs 0, "
1111,GENDA LAL PAL,Mainpuri,LP(S),0,10th Pass,"Rs 74,000","Rs 0, "
1112,GEORGE FERNANDES,Muzaffarpur,JD(U),0,Others,"Rs 3,39,87,410","Rs 0, "
1113,GEORGE NJAVARAKKATTU,Cannanore,IND,,Not Given,"Rs 2,53,000","Rs 10,000, "
1114,GEORGE TIRKEY,Sundargarh,IND,,12th Pass,"Rs 73,54,556","Rs 0, "
1115,GH. MOHD. TANTARY,Anantnag,SAP,0,12th Pass,Nil,"Rs 0, "
1116,GH. MOHI-UD-DIN DAR,Anantnag,IND,0,Not Given,Nil,"Rs 0, "
1117,GH. RASOOL,Anantnag,IND,0,12th Pass,"Rs 1,10,000","Rs 0, "
1118,GHAN SHYAM,Bijnor,IND,0,Not Given,"Rs 10,87,000","Rs 0, "
1119,GHAN SHYAM CHANDR KHARWAR,Bijnor,BSP,0,Not Given,"Rs 10,87,000","Rs 0, "
1120,GHAN SHYAM MORWAL,Karol Bagh,DBP,0,10th Pass,"Rs 78,800","Rs 0, "
1121,GHAN SHYAM SHUKLA,Gonda,BJP,0,Not Given,"Rs 11,19,000","Rs 0, "
1122,GHAN SHYAM SHUKLA,Gonda,IND,0,Graduate,"Rs 41,89,706","Rs 15,74,143, "
1123,GHANASHYAM BHATTARAI,Lakhimpur,IND,0,10th Pass,"Rs 51,000","Rs 0, "
1124,GHANSHYAM,Bahraich,IND,0,12th Pass,Nil,"Rs 0, "
1125,GHANSHYAM KORI,Jalaun,SP,0,Graduate,"Rs 19,29,596","Rs 0, "
1126,GHANSHYAM LAL,Chandigarh,IND,0,Others,"Rs 1,50,76,200","Rs 0, "
1127,GHATAGE S B,Chikkodi,INC,0,Literate,"Rs 2,47,68,000","Rs 38,76,000, "
1128,Ghatak Moloy,Asansol,AITC,,Graduate Professional,"Rs 36,35,579","Rs 92,594, "
1129,GHISA LAL AGARWALLA,Tezpur,BJP,,12th Pass,"Rs 1,81,12,938","Rs 1,36,71,007, "
1130,GHOUSIA BEGUM,Bellary,IND,0,10th Pass,"Rs 5,08,000","Rs 0, "
1131,GHULAM RASOOL KAR,Baramulla,INC,0,Literate,"Rs 74,38,900","Rs 0, "
1132,GHULE SUNITA  SUDHAKAR,Buldhana,IND,0,Literate,"Rs 4,00,000","Rs 0, "
1133,GIAN PRAKASH SAINI,Chandni Chowk,BSP,0,Post Graduate,"Rs 75,64,243","Rs 32,14,000, "
1134,GIRDHARI LAL BHARGAVA,Jaipur,BJP,0,Graduate Professional,"Rs 1,42,48,322","Rs 1,96,196, "
1135,GIRI NIVARTHI RAO YADAV,Kurnool,IND,0,Post Graduate,"Rs 48,42,200","Rs 0, "
1136,GIRIDHAR GAMANG,Koraput,INC,0,Graduate,"Rs 4,59,812","Rs 0, "
1137,GIRIDHARI YADAV,Banka,RJD,0,Post Graduate,"Rs 28,41,000","Rs 3,51,513, "
1138,GIRIJA PRASAD SINGH,Bikramganj,IND,,Graduate,"Rs 1,10,000","Rs 0, "
1139,GIRIJA SHANKARA PATIL,Koppal,JP,0,Graduate,"Rs 24,17,000","Rs 0, "
1140,GIRIJA VYAS,Udaipur,INC,0,Post Graduate,"Rs 43,13,752","Rs 6,71,216, "
1141,Girindra Nath Barman,Cooch Behar,AITC,0,Post Graduate,"Rs 14,30,014","Rs 1,12,118, "
1142,GIRISH NARAYAN PANDAY,Rae Bareli,BJP,0,Post Graduate,"Rs 13,95,684","Rs 38,000, "
1143,GIRJA DEVI,Maharajganj,IND,0,Post Graduate,"Rs 95,56,899","Rs 73,350, "
1144,GIRJACHARAN,Hamirpur,IND,0,10th Pass,"Rs 98,63,749","Rs 0, "
1145,Gobinda Sakar,Balurghat,BSP,0,Not Given,"Rs 3,01,600","Rs 18,600, "
1146,GODBOLE MANDAKINI GYANU,Latur,PRCP,0,10th Pass,"Rs 91,000","Rs 0, "
1147,Gomasta Prasad Soren,Purulia,Jharkhand Party,0,Others,"Rs 9,11,798","Rs 0, "
1148,GONTU VENKATESWARA REDDY,Narasaraopet,IND,0,Graduate,"Rs 10,75,000","Rs 0, "
1149,Gopal Biswas,Nabadwip,IND,0,Graduate,"Rs 1,000","Rs 0, "
1150,Gopal Ch. Saha,Calcutta North West,IND,0,Not Given,Nil,"Rs 0, "
1151,Gopal Chandra Das,Birbhum,INC,0,Post Graduate,"Rs 1,19,000","Rs 0, "
1152,Gopal Chandra Modi,Howrah,IND,0,Graduate,"Rs 5,69,050","Rs 30,835, "
1153,Gopal Debnath,Basirhat,BSP,0,Graduate,"Rs 33,500","Rs 0, "
1154,GOPAL HINDUSTANI,East Delhi,IND,0,Others,"Rs 11,500","Rs 0, "
1155,GOPAL K. TANDEL,Daman And Diu,BJP,0,Graduate,"Rs 2,85,76,268","Rs 39,49,827, "
1156,GOPAL SHARAN KANNAUJIA,Lalganj,Suheldev Bhartiya Samaj Party,0,Graduate,"Rs 5,35,600","Rs 0, "
1157,GOPI CHAND,Hamirpur,IND,0,Graduate,"Rs 5,60,000","Rs 0, "
1158,Gopinath Mandi,Bankura,Amra Bangalee,0,10th Pass,Nil,"Rs 0, "
1159,GOTTUMUKKALA SIVA PRASADARAJU,Vijayawada,IND,0,Post Graduate,"Rs 16,000","Rs 0, "
1160,GOUR CHANDRA MAJUMDER,Andaman & Nicobar Islands,IND,0,Graduate,"Rs 36,200","Rs 0, "
1161,Gour Pada Biswas Mallik,Jangipur,BSP,0,5th Pass,"Rs 12,10,000","Rs 0, "
1162,Goutam Das,Dum Dum,BSP,0,Graduate,"Rs 37,000","Rs 0, "
1163,Goutam Mondal,Howrah,IND,0,Graduate,"Rs 9,40,087","Rs 90,000, "
1164,Govardhan S/o Kunwarlal Mohare,Balaghat,RLD,0,Not Given,"Rs 3,28,800","Rs 0, "
1165,GOVIND SINGH NETI,Raigarh,GGP,0,8th Pass,"Rs 3,60,000","Rs 0, "
1166,GOVINDA,Mumbai North,INC,,Graduate,"Rs 14,52,98,405","Rs 2,50,00,000, "
1167,GOVINDRAO NIKAM,Ratnagiri,NCP,0,10th Pass,"Rs 48,07,786","Rs 0, "
1168,GREESH CHANDRA,Jalesar,IND,0,Post Graduate,"Rs 2,00,000","Rs 0, "
1169,GUDIPUDI NARASIMHA RAO,Ongole,IND,0,Not Given,"Rs 20,000","Rs 3,00,000, "
1170,GUHARAM AJGALLE,Sarangarh,BJP,0,Graduate Professional,"Rs 17,68,900","Rs 0, "
1171,GUINNESS HOTTE PAKSHA RANGASWAMY,Bangalore South,IND,0,Graduate,"Rs 15,00,000","Rs 0, "
1172,GULAB PASWAN,Rosera,AD,0,10th Pass,"Rs 3,20,000","Rs 0, "
1173,GULAG CHAND GUPTA,Salempur,SBSP,0,Not Given,"Rs 50,000","Rs 0, "
1174,GULAGI NAGARAJ B,Bellary,JD(S),0,Graduate,"Rs 1,87,72,392","Rs 14,02,962, "
1175,GULHANE SANJAY MAHADEORAO,Yavatmal,IND,0,Graduate,"Rs 7,37,000","Rs 8,600, "
1176,GULJAR KHAN,Almora,Rashtriya Swabhimaan Party,0,Not Given,"Rs 1,00,000","Rs 0, "
1177,GULJARI LAL,Bareilly,NSP,0,12th Pass,"Rs 8,49,595","Rs 0, "
1178,GUMMI BAKKA REDDY,Nalgonda,IND,0,Not Given,"Rs 1,25,000","Rs 0, "
1179,GUNASEKARAN. N,Mayiladuturai,CPI(ML)(L),0,Graduate,"Rs 15,000","Rs 0, "
1180,GUNIPATI RAMAIAH,Rajampet,TDP,0,10th Pass,"Rs 42,39,986","Rs 6,06,000, "
1181,GUNJAL RADHESHYAM SHIVRAM,Nashik,CPI,0,Graduate,"Rs 76,13,000","Rs 0, "
1182,GUNTA LOKHANDE,Betul,IND,0,Literate,"Rs 5,000","Rs 0, "
1183,GURCHARAN SINGH,Chandigarh,IND,0,Graduate,"Rs 1,08,50,000","Rs 0, "
1184,GURDAYAL SINGH SAINI,Kurukshetra,BJP,0,10th Pass,"Rs 1,19,42,800","Rs 2,00,000, "
1185,GURDEEP SINGH BIJRAL,Jammu,IND,0,Post Graduate,"Rs 90,900","Rs 0, "
1186,GURLAL SINGH,Faridkot,SAD(A)(Simranjit Singh Mann),0,12th Pass,"Rs 1,74,73,286","Rs 2,00,000, "
1187,GURNAM SINGH,Bhatinda,BSP,0,Post Graduate,"Rs 21,71,200","Rs 20,000, "
1188,GURNAM SINGH,Patiala,SAD(A)(Simranjit Singh Mann),0,5th Pass,"Rs 58,50,808","Rs 0, "
1189,Gurudas Dasgupta,Panskura,CPI,0,Post Graduate,"Rs 36,68,778","Rs 0, "
1190,GURUDAS KAMBLE GURUJI,Chandrapur,IND,0,12th Pass,"Rs 41,500","Rs 0, "
1191,GYANENDRA PRATAP SINGH,Kaiserganj,INC,0,Post Graduate,"Rs 68,01,957","Rs 0, "
1192,GYARA PRATHAP,Nalgonda,IND,0,10th Pass,"Rs 8,00,000","Rs 0, "
1193,H B SRIKANTA MURTHY,Chikmagalur,IND,0,10th Pass,"Rs 40,08,000","Rs 0, "
1194,H C SRIKANTAIAH  ALIAS ANNAIAH,Hassan,INC,0,Not Given,"Rs 9,75,20,408","Rs 0, "
1195,H N NANJEGOWDA,Hassan,JD(U),0,Post Graduate,"Rs 2,23,90,000","Rs 4,69,342, "
1196,H. D. DEVEGOWDA,Hassan,JD(S),0,Others,"Rs 1,14,39,574","Rs 35,82,261, "
1197,H.K. JAISWAL,Secunderabad,IND,0,Not Given,Nil,"Rs 0, "
1198,HABIB AHMAD,Baghpat,IND,0,5th Pass,"Rs 40,000","Rs 0, "
1199,HABIBURREHMAN,Sambhal,IND,0,Graduate,"Rs 6,50,000","Rs 0, "
1200,HAJARE BHAJANDAS DAYARAM,Nagpur,Ambedkarist Republican Party,0,Graduate,"Rs 3,70,000","Rs 5,000, "
1201,HAJI ABDUL MALIK,Faridabad,BSP,,Graduate,"Rs 1,12,89,031","Rs 4,85,539, "
1202,HAJI ABDUR ROUF,Nowgong,UMFA,0,10th Pass,"Rs 17,08,000","Rs 3,000, "
1203,HAJI HABIBURREHAMAN,Ajmer,INC,0,12th Pass,"Rs 23,84,936","Rs 0, "
1204,HAJI MD. AZAM SHAIK,Rajampet,IND,0,10th Pass,"Rs 30,000","Rs 37,000, "
1205,HAJI MUSHTAQ SOLANKI,Kanpur,SP,0,Literate,"Rs 1,28,05,719","Rs 0, "
1206,HAJI RAFIQUE SETH,Amravati,IND,0,10th Pass,"Rs 16,28,000","Rs 3,60,000, "
1207,HAJI. D. ABDULLAH,Dahanu,BSP,0,Post Graduate,"Rs 3,20,000","Rs 1,50,000, "
1208,HAKIM AHMAD QURESHI,Bulandshahr,IND,0,Not Given,"Rs 5,07,000","Rs 0, "
1209,HALCHAL RAM,Rosera,IND,0,Graduate,"Rs 1,06,000","Rs 20,000, "
1210,HAMID (ABDUL HAMID SIDDQIE),Janjgir,IND,0,8th Pass,"Rs 8,66,000","Rs 0, "
1211,HAMID PASHA SARMAST,Gulbarga,Muslim League Kerala State Committee,0,Literate,"Rs 6,000","Rs 0, "
1212,HAMIDULLAH WANI,Anantnag,AIFB,0,10th Pass,"Rs 62,73,500","Rs 0, "
1213,Hannan Mollah,Uluberia,CPM,0,Post Graduate,"Rs 6,21,879","Rs 0, "
1214,HANS RAJ PABWAN,Phillaur,IND,0,Graduate,"Rs 1,10,000","Rs 0, "
1215,HANSRAM PATEL,Kheri,AD,0,10th Pass,"Rs 1,37,500","Rs 0, "
1216,HARBANS LAL MAHAJAN,Amritsar,SP,0,8th Pass,"Rs 57,18,630","Rs 12,47,815, "
1217,Hareelal,Chandauli,IND,0,Not Given,"Rs 1,60,000","Rs 0, "
1218,HARENDER KUMAR,East Delhi,IND,0,12th Pass,"Rs 1,06,750","Rs 0, "
1219,HARENDRA,Kairana,IND,0,Graduate Professional,"Rs 16,19,000","Rs 0, "
1220,HARENDRA YADAV JI MAHARAJ,Ballia,AD,0,Post Graduate,Nil,"Rs 0, "
1221,HARGOPAL SINGH,Patiala,BSP,0,10th Pass,"Rs 34,15,000","Rs 0, "
1222,HARGOVIND,Hamirpur,IND,0,10th Pass,"Rs 1,88,500","Rs 480, "
1223,HARI CHOUDHARY,Nawada,IND,0,Not Given,"Rs 35,200","Rs 0, "
1224,HARI HAR SWAIN,Aska,BJD,0,12th Pass,"Rs 1,21,92,000","Rs 15,86,478, "
1225,HARI KRISHAN,Delhi Sadar,IND,0,8th Pass,"Rs 18,000","Rs 0, "
1226,HARI LAL,Ghosi,IND,0,12th Pass,"Rs 3,61,000","Rs 60,000, "
1227,HARI MOHAN SHARMA,Kota,INC,0,Post Graduate,"Rs 1,24,53,278","Rs 10,26,257, "
1228,HARI PAL,Basti,IND,0,10th Pass,Rs 500,"Rs 0, "
1229,HARI PARKASH,Sonepat,IND,,10th Pass,"Rs 10,27,757","Rs 0, "
1230,HARI PRASAD,Sawai Madhopur,Samajwadi Janata Party (Rashtriya),0,Literate,"Rs 25,500","Rs 0, "
1231,HARI RAM,Shahabad,IND,0,Not Given,"Rs 1,88,000","Rs 0, "
1232,HARI SINGH,Rohtak,IND,0,Post Graduate,"Rs 5,53,891","Rs 0, "
1233,HARIDWAR PRASAD SINGH,Arrah,SAP,,10th Pass,"Rs 37,33,890","Rs 0, "
1234,HARIKEVAL PRASAD,Salempur,SP,0,Not Given,"Rs 30,37,000","Rs 0, "
1235,HARIN PATHAK,Ahmedabad,BJP,,Graduate Professional,"Rs 1,02,87,931","Rs 0, "
1236,HARINATH SHARMA,Chandauli,PMSP,0,Literate,Nil,"Rs 0, "
1237,HARISCHANDRA DEVRAM CHAVAN,Malegaon,BJP,0,Graduate,"Rs 33,12,291","Rs 9,033, "
1238,HARISH KUMAR GUPTA,Kheri,IND,0,12th Pass,"Rs 15,50,500","Rs 7,15,553, "
1239,HARISH NAGPAL,Amroha,IND,0,10th Pass,"Rs 6,72,34,623","Rs 0, "
1240,HARISH TYAGI,East Delhi,IND,0,10th Pass,"Rs 79,537","Rs 0, "
1241,HARIVALLABH SHUKLA,Guna,BJP,0,Post Graduate,"Rs 18,84,603","Rs 0, "
1242,HARKES SINGH,Bijnor,PHSP,0,12th Pass,"Rs 2,22,165","Rs 0, "
1243,HARMAIL SINGH,Faridkot,IND,0,10th Pass,"Rs 7,83,000","Rs 2,61,500, "
1244,HARMOHAN DHAWAN,Chandigarh,INLD,0,Post Graduate,"Rs 3,77,45,991","Rs 0, "
1245,HAROON,Deoria,NLP,0,8th Pass,Nil,"Rs 0, "
1246,HARPAL SINGH,Kairana,IND,0,8th Pass,"Rs 8,25,000","Rs 0, "
1247,HARPAL SINGH SATHI,Hardwar,BJP,0,Graduate,"Rs 32,71,171","Rs 3,40,000, "
1248,Harsa Chhatria,Sundargarh,BSP,0,Graduate,"Rs 12,000","Rs 0, "
1249,HARSH VARDHAN,Maharajganj,INC,,Graduate,"Rs 52,00,000","Rs 2,36,200, "
1250,HARSING TERON,Autonomous District,SAP,0,Graduate,"Rs 15,95,000","Rs 0, "
1251,HASSAN KHAN,Ladakh,JKN,0,Graduate,"Rs 30,95,000","Rs 0, "
1252,HEERA LAL,Salempur,LPSP,0,Not Given,"Rs 7,00,000","Rs 0, "
1253,HEERA RAM,Pali,IND,0,12th Pass,"Rs 20,400","Rs 0, "
1254,HEERA SINGH MARKAM,Mandla,GGP,0,Post Graduate,"Rs 6,13,500","Rs 0, "
1255,HEKJEL WOOD,Lakhimpur,IND,0,12th Pass,"Rs 1,11,000","Rs 0, "
1256,HEM RAJ,Chandigarh,BSP,0,Graduate Professional,"Rs 46,50,000","Rs 2,00,000, "
1257,HEM RAJ,Ambala,LJNSP,0,10th Pass,"Rs 1,83,053","Rs 44,260, "
1258,Hema Choubey,Panskura,AITC,,10th Pass,"Rs 4,92,131","Rs 0, "
1259,HEMANT KUMAR,Ghosi,BRPP,0,10th Pass,Nil,"Rs 0, "
1260,HEMLAL MURMU,Rajmahal,JMM,,Not Given,"Rs 16,80,400","Rs 0, "
1261,HEMLATA,Janjgir,YGP,0,Not Given,"Rs 14,60,000","Rs 0, "
1262,HENABATI BARIK,Bolangir,IND,0,Literate,"Rs 30,000","Rs 0, "
1263,HESHAMUDDIN,Ghosi,IND,0,Literate,"Rs 1,02,160","Rs 0, "
1264,HINDURAO N. NAIK NIMBALKAR,Satara,SHS,,8th Pass,"Rs 1,88,47,587","Rs 1,72,00,000, "
1265,HIRA NAND KASHYAP,Simla,BJP,0,Post Graduate,"Rs 35,28,287","Rs 40,300, "
1266,HIRALAL RAM,Bagaha,LJNSP,0,10th Pass,"Rs 19,97,374","Rs 4,32,071, "
1267,HIRASAN UIKEY,Balaghat,GGP,0,10th Pass,"Rs 3,35,282","Rs 0, "
1268,Hiten Barman,Cooch Behar,AIFB,0,12th Pass,"Rs 5,46,676","Rs 2,79,146, "
1269,HOLI RAM,Balrampur,IND,0,Illiterate,"Rs 60,000","Rs 0, "
1270,HOLKHOMANG HAOKIP,Outer Manipur,NCP,0,Post Graduate,"Rs 20,30,000","Rs 0, "
1271,HOSAMANI MOHAMED HANEEF MEERASAB,Dharwad South,IND,0,Not Given,"Rs 3,10,000","Rs 27,000, "
1272,Hossain Amjad,Katwa,IND,0,Not Given,"Rs 2,70,000","Rs 0, "
1273,Hossain Mahmud Shaikh,Tamluk,IND,,Post Graduate,"Rs 9,06,390","Rs 5,42,384, "
1274,Howladar Nripendra Nath,Nabadwip,INC,,12th Pass,"Rs 14,23,000","Rs 36,114, "
1275,HUBRAJ,Faizabad,IND,0,Graduate,"Rs 11,55,500","Rs 0, "
1276,HUKUM DEO NARAYAN YADAV,Madhubani,BJP,0,Graduate,"Rs 1,12,96,061","Rs 1,38,313, "
1277,HUKUMCHAND,Ujjain,IND,0,Literate,"Rs 32,300","Rs 0, "
1278,HULASI,Budaun,ASP,0,Literate,"Rs 3,02,000","Rs 0, "
1279,HUMERA AZIZ,Secunderabad,AIMIM,0,Graduate,"Rs 3,81,000","Rs 0, "
1280,I. D. SWAMI,Karnal,BJP,0,Post Graduate,"Rs 59,32,086","Rs 11,500, "
1281,IBRAHIM C M,Bangalore North,JD(S),0,12th Pass,"Rs 5,42,07,000","Rs 85,987, "
1282,IDLI RAMAPPA,Bellary,CPI(ML)(L),,Post Graduate,"Rs 4,990","Rs 44,108, "
1283,Iftakar Mohammad Khan,Moradabad,BSP,0,Graduate,"Rs 59,98,303","Rs 11,50,020, "
1284,IFTIKHAR SADIQ,Srinagar,BJP,0,Graduate,"Rs 6,10,000","Rs 0, "
1285,IJHARULHAQ,Kairana,IND,0,8th Pass,"Rs 6,99,850","Rs 0, "
1286,ILIYAS AZMI,Shahabad,BSP,0,Graduate,"Rs 1,96,83,626","Rs 0, "
1287,Imtiaz Ahmed,Calcutta North East,IND,0,10th Pass,"Rs 34,500","Rs 0, "
1288,IMTIYAZ AHMAD RATHER,Anantnag,IND,0,Not Given,Rs 600,"Rs 0, "
1289,IMTIYAZ MOHD. KHAN,Bulandshahr,IND,0,Graduate,"Rs 23,69,054","Rs 0, "
1290,INAGANTI APPARAO,Bapatla,IND,0,Others,"Rs 32,98,000","Rs 2,00,000, "
1291,INDER SINGH NAMDHARI,Chatra,JD(U),,Graduate,"Rs 69,00,543","Rs 6,34,291, "
1292,INDER SINGH UIKEY,Mandla,BSP,0,Graduate,"Rs 15,000","Rs 30,000, "
1293,INDERDEO MAHATO,Giridih,JD(U),,10th Pass,"Rs 73,69,800","Rs 2,00,000, "
1294,INDERJIT SINGH,Mahendragarh,INC,0,Graduate Professional,"Rs 5,51,05,874","Rs 11,08,417, "
1295,INDI REDDY THIMMA REDDY,Cuddapah,RJD,,Not Given,"Rs 11,50,000","Rs 1,80,000, "
1296,Indira Mukherjee ( Moushumi Chatterjee),Calcutta North East,INC,0,Not Given,"Rs 19,24,891","Rs 0, "
1297,INDRA BHUSHAN,Shahabad,IND,0,Graduate,"Rs 2,55,000","Rs 16,000, "
1298,INDRA KUMAR SINGH CHANDAPURI,Barh,SP,0,Others,"Rs 5,70,000","Rs 0, "
1299,INDRABHAN YADAV,Rewa,SP,,12th Pass,"Rs 3,08,432","Rs 0, "
1300,INDRADEO RAM,Aurangabad,IND,0,Literate,"Rs 9,000","Rs 5,000, "
1301,Indradeo Ray,Serampore,SP,0,Not Given,"Rs 1,54,800","Rs 0, "
1302,Indrani Mukherjee,Hooghly,AITC,0,Graduate,"Rs 54,50,884","Rs 5,45,000, "
1303,INJETI KRISHNA REDDY,Nandyal,IND,,Not Given,"Rs 30,50,000","Rs 30,000, "
1304,IQBAL AHMED SARADGI,Gulbarga,INC,0,Graduate Professional,"Rs 1,14,51,875","Rs 0, "
1305,IQBALSINGH HAJARASINGH SALHOTRA,Nagpur,IND,0,Literate,"Rs 12,85,618","Rs 2,04,162, "
1306,IRFANUR RAHMAN,Madhubani,RLD,0,Others,Nil,"Rs 0, "
1307,ISAK KORKORIA,Lakhimpur,IND,0,5th Pass,"Rs 35,000","Rs 0, "
1308,ISHWARI PRASAD KUSHAWAHA,Ghazipur,CPI(ML)(L),0,Graduate Professional,"Rs 92,000","Rs 0, "
1309,ISLAM SABIR,Bareilly,SP,,12th Pass,"Rs 51,92,000","Rs 0, "
1310,ISMAIL MAKWANA,Mumbai North West,BSP,0,8th Pass,"Rs 45,000","Rs 5,26,498, "
1311,JABAR SINGH,Amroha,IJP,0,Not Given,"Rs 1,95,000","Rs 0, "
1312,JABEEN BORBHUYAN,Dhubri,BJP,0,12th Pass,"Rs 14,81,689","Rs 0, "
1313,JADHAV BALIKRISHNA ALIAS BALASAHEB BHIMRAO,Karad,RSPS,0,12th Pass,"Rs 20,000","Rs 0, "
1314,JADHAV DATTATREYA NARAYAN,Belgaum,IND,0,10th Pass,"Rs 13,80,000","Rs 0, "
1315,JADHAV GANESH DEVRAM,Pune,BBM,0,10th Pass,Nil,"Rs 60,000, "
1316,JADHAV VISHNU MAROTI,Nanded,IND,0,10th Pass,Nil,"Rs 0, "
1317,JADU MOHAN TRIPURA,Tripura East,INC,0,10th Pass,"Rs 9,64,000","Rs 0, "
1318,JAFER ALI,Balrampur,IND,0,12th Pass,"Rs 50,000","Rs 0, "
1319,JAFFER SHARIEF C K,Bangalore North,INC,,10th Pass,"Rs 2,79,65,887","Rs 7,92,842, "
1320,JAGADEESH D L,Tumkur,JD(S),0,Post Graduate,"Rs 44,53,895","Rs 0, "
1321,JAGADGURU MATE MAHADEVI,Dharwad North,KNDP,0,Not Given,"Rs 25,54,624","Rs 0, "
1322,JAGANATH PATRO,Berhampur,IND,0,Not Given,"Rs 25,000","Rs 0, "
1323,JAGANNATH MISHRA,Jhanjharpur,JD(U),,Doctorate,"Rs 68,94,154","Rs 5,35,163, "
1324,JAGANNATH MISTRI,Kanpur,IND,0,8th Pass,"Rs 5,10,000","Rs 0, "
1325,JAGBIR SINGH MALIK,Sonepat,IND,0,Graduate Professional,"Rs 45,91,603","Rs 0, "
1326,JAGDAMBIKA PAL,Domariaganj,INC,0,Not Given,"Rs 10,00,000","Rs 0, "
1327,JAGDEESH KUMAR RAJPASI,Allahabad,BKRP,0,10th Pass,Nil,"Rs 0, "
1328,JAGDEO RAM,Araria,SAP,0,Graduate,"Rs 30,000","Rs 0, "
1329,JAGDESH JAISAWAL,Kheri,IND,0,12th Pass,"Rs 10,000","Rs 0, "
1330,JAGDISH KUMAR DEMBALA,Chandni Chowk,IND,0,Post Graduate,"Rs 1,90,000","Rs 0, "
1331,JAGDISH RAI AGGARWAL,Sonepat,IND,0,10th Pass,"Rs 95,00,672","Rs 0, "
1332,JAGESHWAR YADAV,Nalanda,SP,0,Others,"Rs 25,59,000","Rs 4,05,098, "
1333,JAGIR SINGH,Kurukshetra,IND,0,Graduate,"Rs 69,22,075","Rs 0, "
1334,JAGIRDAR SHAMSHODDIN AINNODDIN,Washim,LRP,0,10th Pass,"Rs 7,02,000","Rs 0, "
1335,JAGMEET SINGH BRAR,Ferozepur,INC,0,Graduate,"Rs 1,14,04,217","Rs 13,30,000, "
1336,JAGMOHAN,Kurukshetra,IND,0,10th Pass,"Rs 1,03,28,000","Rs 0, "
1337,JAGVEER,Baghpat,INC,0,Post Graduate,"Rs 11,44,000","Rs 0, "
1338,JAGYA NAND SINGH,Jahanabad,IND,0,12th Pass,"Rs 1,42,000","Rs 0, "
1339,JAI KISHAN,Sonepat,IND,0,Graduate,"Rs 29,10,458","Rs 80,000, "
1340,JAI KRISHNA MANDAL,Purnea,SAP,0,12th Pass,"Rs 1,17,32,223","Rs 2,95,345, "
1341,JAI MALA,Bijnor,IND,0,Not Given,"Rs 23,51,400","Rs 6,30,000, "
1342,JAI PAL SINGH,Aonla,IND,0,8th Pass,"Rs 6,10,000","Rs 0, "
1343,JAI PARKASH,Hissar,INC,,12th Pass,"Rs 45,68,812","Rs 2,45,760, "
1344,JAI PRAKASH,Chandauli,LP(S),0,Post Graduate,"Rs 2,61,000","Rs 0, "
1345,JAI PRAKASH,Mohanlalganj,SP,0,Graduate,"Rs 1,65,83,667","Rs 18,83,335, "
1346,JAI PRAKASH YADAV,Godda,BSP,,Post Graduate,"Rs 1,31,000","Rs 16,000, "
1347,JAI SINGH,Kurukshetra,IND,0,Not Given,"Rs 41,500","Rs 0, "
1348,JAIBHAN SINGH PAWAIYA,Gwalior,BJP,0,Graduate,"Rs 6,15,377","Rs 52,260, "
1349,JAIMAL,Rohtak,RSKP,0,Post Graduate,"Rs 2,88,484","Rs 0, "
1350,JAIPAL,Rohtak,IND,0,Literate,"Rs 1,00,000","Rs 0, "
1351,JAIPAL,Kairana,IND,0,12th Pass,"Rs 20,000","Rs 0, "
1352,JAIPAL REDDY SUDINI,Miryalguda,INC,0,Post Graduate,"Rs 1,22,64,007","Rs 15,46,865, "
